date,meal_type,food_item,pred_footfall,qty_kg_needed
2024-02-12,Dinner,Dal,405.82,81.16
2024-02-12,Dinner,Sabzi,405.82,60.87
2024-02-12,Dinner,Roti,405.82,48.7
2024-02-12,Lunch,Rice,374.83,131.19
2024-02-12,Lunch,Dal,374.83,74.97
2024-02-12,Lunch,Sabzi,374.83,56.22
2024-02-12,Lunch,Roti,374.83,44.98
2024-02-12,Snacks,Tea,221.67,33.25
2024-02-12,Snacks,Snack Item,221.67,22.17
2024-02-13,Breakfast,Rice/Upma,182.42,36.48
2024-02-13,Breakfast,Dal/Curry,182.42,27.36
2024-02-13,Breakfast,Bread,182.42,18.24
2024-02-13,Dinner,Rice,409.45,122.84
2024-02-13,Dinner,Dal,409.45,81.89
2024-02-13,Dinner,Sabzi,409.45,61.42
2024-02-13,Dinner,Roti,409.45,49.13
2024-02-13,Lunch,Rice,371.72,130.1
2024-02-13,Lunch,Dal,371.72,74.34
2024-02-13,Lunch,Sabzi,371.72,55.76
2024-02-13,Lunch,Roti,371.72,44.61
2024-02-13,Snacks,Tea,226.03,33.9
2024-02-13,Snacks,Snack Item,226.03,22.6
2024-02-14,Breakfast,Rice/Upma,182.44,36.49
2024-02-14,Breakfast,Dal/Curry,182.44,27.37
2024-02-14,Breakfast,Bread,182.44,18.24
2024-02-14,Dinner,Rice,412.01,123.6
2024-02-14,Dinner,Dal,412.01,82.4
2024-02-14,Dinner,Sabzi,412.01,61.8
2024-02-14,Dinner,Roti,412.01,49.44
2024-02-14,Lunch,Rice,373.9,130.86
2024-02-14,Lunch,Dal,373.9,74.78
2024-02-14,Lunch,Sabzi,373.9,56.08
2024-02-14,Lunch,Roti,373.9,44.87
2024-02-14,Snacks,Tea,238.06,35.71
2024-02-14,Snacks,Snack Item,238.06,23.81
2024-02-15,Breakfast,Rice/Upma,180.06,36.01
2024-02-15,Breakfast,Dal/Curry,180.06,27.01
2024-02-15,Breakfast,Bread,180.06,18.01
2024-02-15,Dinner,Rice,412.23,123.67
2024-02-15,Dinner,Dal,412.23,82.45
2024-02-15,Dinner,Sabzi,412.23,61.83
2024-02-15,Dinner,Roti,412.23,49.47
2024-02-15,Lunch,Rice,371.3,129.96
2024-02-15,Lunch,Dal,371.3,74.26
2024-02-15,Lunch,Sabzi,371.3,55.7
2024-02-15,Lunch,Roti,371.3,44.56
2024-02-15,Snacks,Tea,213.75,32.06
2024-02-15,Snacks,Snack Item,213.75,21.38
2024-02-16,Breakfast,Rice/Upma,164.72,32.94
2024-02-16,Breakfast,Dal/Curry,164.72,24.71
2024-02-16,Breakfast,Bread,164.72,16.47
2024-02-16,Dinner,Rice,412.7,123.81
2024-02-16,Dinner,Dal,412.7,82.54
2024-02-16,Dinner,Sabzi,412.7,61.9
2024-02-16,Dinner,Roti,412.7,49.52
2024-02-16,Lunch,Rice,362.95,127.03
2024-02-16,Lunch,Dal,362.95,72.59
2024-02-16,Lunch,Sabzi,362.95,54.44
2024-02-16,Lunch,Roti,362.95,43.55
2024-02-16,Snacks,Tea,225.07,33.76
2024-02-16,Snacks,Snack Item,225.07,22.51
2024-02-17,Breakfast,Rice/Upma,172.68,34.54
2024-02-17,Breakfast,Dal/Curry,172.68,25.9
2024-02-17,Breakfast,Bread,172.68,17.27
2024-02-17,Dinner,Rice,414.25,124.28
2024-02-17,Dinner,Dal,414.25,82.85
2024-02-17,Dinner,Sabzi,414.25,62.14
2024-02-17,Dinner,Roti,414.25,49.71
2024-02-17,Lunch,Rice,385.57,134.95
2024-02-17,Lunch,Dal,385.57,77.11
2024-02-17,Lunch,Sabzi,385.57,57.84
2024-02-17,Lunch,Roti,385.57,46.27
2024-02-17,Snacks,Tea,228.22,34.23
2024-02-17,Snacks,Snack Item,228.22,22.82
2024-02-18,Breakfast,Rice/Upma,132.93,26.59
2024-02-18,Breakfast,Dal/Curry,132.93,19.94
2024-02-18,Breakfast,Bread,132.93,13.29
2024-02-18,Dinner,Rice,412.02,123.61
2024-02-18,Dinner,Dal,412.02,82.4
2024-02-18,Dinner,Sabzi,412.02,61.8
2024-02-18,Dinner,Roti,412.02,49.44
2024-02-18,Lunch,Rice,391.21,136.92
2024-02-18,Lunch,Dal,391.21,78.24
2024-02-18,Lunch,Sabzi,391.21,58.68
2024-02-18,Lunch,Roti,391.21,46.95
2024-02-18,Snacks,Tea,226.5,33.98
2024-02-18,Snacks,Snack Item,226.5,22.65
2024-02-19,Breakfast,Rice/Upma,180.19,36.04
2024-02-19,Breakfast,Dal/Curry,180.19,27.03
2024-02-19,Breakfast,Bread,180.19,18.02
2024-02-19,Dinner,Rice,438.9,131.67
2024-02-19,Dinner,Dal,438.9,87.78
2024-02-19,Dinner,Sabzi,438.9,65.83
2024-02-19,Dinner,Roti,438.9,52.67
2024-02-19,Lunch,Rice,386.32,135.21
2024-02-19,Lunch,Dal,386.32,77.26
2024-02-19,Lunch,Sabzi,386.32,57.95
2024-02-19,Lunch,Roti,386.32,46.36
2024-02-19,Snacks,Tea,243.86,36.58
2024-02-19,Snacks,Snack Item,243.86,24.39
2024-02-20,Breakfast,Rice/Upma,192.3,38.46
2024-02-20,Breakfast,Dal/Curry,192.3,28.84
2024-02-20,Breakfast,Bread,192.3,19.23
2024-02-20,Dinner,Rice,440.47,132.14
2024-02-20,Dinner,Dal,440.47,88.09
2024-02-20,Dinner,Sabzi,440.47,66.07
2024-02-20,Dinner,Roti,440.47,52.86
2024-02-20,Lunch,Rice,387.77,135.72
2024-02-20,Lunch,Dal,387.77,77.55
2024-02-20,Lunch,Sabzi,387.77,58.17
2024-02-20,Lunch,Roti,387.77,46.53
2024-02-20,Snacks,Tea,235.21,35.28
2024-02-20,Snacks,Snack Item,235.21,23.52
2024-02-21,Breakfast,Rice/Upma,190.62,38.12
2024-02-21,Breakfast,Dal/Curry,190.62,28.59
2024-02-21,Breakfast,Bread,190.62,19.06
2024-02-21,Dinner,Rice,434.59,130.38
2024-02-21,Dinner,Dal,434.59,86.92
2024-02-21,Dinner,Sabzi,434.59,65.19
2024-02-21,Dinner,Roti,434.59,52.15
2024-02-21,Lunch,Rice,387.96,135.79
2024-02-21,Lunch,Dal,387.96,77.59
2024-02-21,Lunch,Sabzi,387.96,58.19
2024-02-21,Lunch,Roti,387.96,46.56
2024-02-21,Snacks,Tea,252.59,37.89
2024-02-21,Snacks,Snack Item,252.59,25.26
2024-02-22,Breakfast,Rice/Upma,197.93,39.59
2024-02-22,Breakfast,Dal/Curry,197.93,29.69
2024-02-22,Breakfast,Bread,197.93,19.79
2024-02-22,Dinner,Rice,439.33,131.8
2024-02-22,Dinner,Dal,439.33,87.87
2024-02-22,Dinner,Sabzi,439.33,65.9
2024-02-22,Dinner,Roti,439.33,52.72
2024-02-22,Lunch,Rice,403.88,141.36
2024-02-22,Lunch,Dal,403.88,80.78
2024-02-22,Lunch,Sabzi,403.88,60.58
2024-02-22,Lunch,Roti,403.88,48.47
2024-02-22,Snacks,Tea,249.05,37.36
2024-02-22,Snacks,Snack Item,249.05,24.9
2024-02-23,Breakfast,Rice/Upma,205.91,41.18
2024-02-23,Breakfast,Dal/Curry,205.91,30.89
2024-02-23,Breakfast,Bread,205.91,20.59
2024-02-23,Dinner,Rice,433.44,130.03
2024-02-23,Dinner,Dal,433.44,86.69
2024-02-23,Dinner,Sabzi,433.44,65.02
2024-02-23,Dinner,Roti,433.44,52.01
2024-02-23,Lunch,Rice,397.04,138.96
2024-02-23,Lunch,Dal,397.04,79.41
2024-02-23,Lunch,Sabzi,397.04,59.56
2024-02-23,Lunch,Roti,397.04,47.64
2024-02-23,Snacks,Tea,247.46,37.12
2024-02-23,Snacks,Snack Item,247.46,24.75
2024-02-24,Breakfast,Rice/Upma,201.38,40.28
2024-02-24,Breakfast,Dal/Curry,201.38,30.21
2024-02-24,Breakfast,Bread,201.38,20.14
2024-02-24,Dinner,Rice,429.79,128.94
2024-02-24,Dinner,Dal,429.79,85.96
2024-02-24,Dinner,Sabzi,429.79,64.47
2024-02-24,Dinner,Roti,429.79,51.57
2024-02-24,Lunch,Rice,397.64,139.17
2024-02-24,Lunch,Dal,397.64,79.53
2024-02-24,Lunch,Sabzi,397.64,59.65
2024-02-24,Lunch,Roti,397.64,47.72
2024-02-24,Snacks,Tea,237.69,35.65
2024-02-24,Snacks,Snack Item,237.69,23.77
2024-02-25,Breakfast,Rice/Upma,198.69,39.74
2024-02-25,Breakfast,Dal/Curry,198.69,29.8
2024-02-25,Breakfast,Bread,198.69,19.87
2024-02-25,Dinner,Rice,433.17,129.95
2024-02-25,Dinner,Dal,433.17,86.63
2024-02-25,Dinner,Sabzi,433.17,64.98
2024-02-25,Dinner,Roti,433.17,51.98
2024-02-25,Lunch,Rice,403.81,141.33
2024-02-25,Lunch,Dal,403.81,80.76
2024-02-25,Lunch,Sabzi,403.81,60.57
2024-02-25,Lunch,Roti,403.81,48.46
2024-02-25,Snacks,Tea,244.95,36.74
2024-02-25,Snacks,Snack Item,244.95,24.5
2024-02-26,Breakfast,Rice/Upma,170.12,34.02
2024-02-26,Breakfast,Dal/Curry,170.12,25.52
2024-02-26,Breakfast,Bread,170.12,17.01
2024-02-26,Dinner,Rice,434.18,130.25
2024-02-26,Dinner,Dal,434.18,86.84
2024-02-26,Dinner,Sabzi,434.18,65.13
2024-02-26,Dinner,Roti,434.18,52.1
2024-02-26,Lunch,Rice,382.14,133.75
2024-02-26,Lunch,Dal,382.14,76.43
2024-02-26,Lunch,Sabzi,382.14,57.32
2024-02-26,Lunch,Roti,382.14,45.86
2024-02-26,Snacks,Tea,222.76,33.41
2024-02-26,Snacks,Snack Item,222.76,22.28
2024-02-27,Breakfast,Rice/Upma,174.12,34.82
2024-02-27,Breakfast,Dal/Curry,174.12,26.12
2024-02-27,Breakfast,Bread,174.12,17.41
2024-02-27,Dinner,Rice,433.78,130.13
2024-02-27,Dinner,Dal,433.78,86.76
2024-02-27,Dinner,Sabzi,433.78,65.07
2024-02-27,Dinner,Roti,433.78,52.05
2024-02-27,Lunch,Rice,388.73,136.06
2024-02-27,Lunch,Dal,388.73,77.75
2024-02-27,Lunch,Sabzi,388.73,58.31
2024-02-27,Lunch,Roti,388.73,46.65
2024-02-27,Snacks,Tea,214.96,32.24
2024-02-27,Snacks,Snack Item,214.96,21.5
2024-02-28,Breakfast,Rice/Upma,174.99,35.0
2024-02-28,Breakfast,Dal/Curry,174.99,26.25
2024-02-28,Breakfast,Bread,174.99,17.5
2024-02-28,Dinner,Rice,430.22,129.07
2024-02-28,Dinner,Dal,430.22,86.04
2024-02-28,Dinner,Sabzi,430.22,64.53
2024-02-28,Dinner,Roti,430.22,51.63
2024-02-28,Lunch,Rice,380.66,133.23
2024-02-28,Lunch,Dal,380.66,76.13
2024-02-28,Lunch,Sabzi,380.66,57.1
2024-02-28,Lunch,Roti,380.66,45.68
2024-02-28,Snacks,Tea,233.9,35.08
2024-02-28,Snacks,Snack Item,233.9,23.39
2024-02-29,Breakfast,Rice/Upma,170.61,34.12
2024-02-29,Breakfast,Dal/Curry,170.61,25.59
2024-02-29,Breakfast,Bread,170.61,17.06
2024-02-29,Dinner,Rice,418.46,125.54
2024-02-29,Dinner,Dal,418.46,83.69
2024-02-29,Dinner,Sabzi,418.46,62.77
2024-02-29,Dinner,Roti,418.46,50.22
2024-02-29,Lunch,Rice,373.12,130.59
2024-02-29,Lunch,Dal,373.12,74.62
2024-02-29,Lunch,Sabzi,373.12,55.97
2024-02-29,Lunch,Roti,373.12,44.77
2024-02-29,Snacks,Tea,214.09,32.11
2024-02-29,Snacks,Snack Item,214.09,21.41
2024-03-01,Breakfast,Rice/Upma,182.56,36.51
2024-03-01,Breakfast,Dal/Curry,182.56,27.38
2024-03-01,Breakfast,Bread,182.56,18.26
2024-03-01,Dinner,Rice,424.15,127.24
2024-03-01,Dinner,Dal,424.15,84.83
2024-03-01,Dinner,Sabzi,424.15,63.62
2024-03-01,Dinner,Roti,424.15,50.9
2024-03-01,Lunch,Rice,383.84,134.34
2024-03-01,Lunch,Dal,383.84,76.77
2024-03-01,Lunch,Sabzi,383.84,57.58
2024-03-01,Lunch,Roti,383.84,46.06
2024-03-01,Snacks,Tea,230.82,34.62
2024-03-01,Snacks,Snack Item,230.82,23.08
2024-03-02,Breakfast,Rice/Upma,186.08,37.22
2024-03-02,Breakfast,Dal/Curry,186.08,27.91
2024-03-02,Breakfast,Bread,186.08,18.61
2024-03-02,Dinner,Rice,406.58,121.97
2024-03-02,Dinner,Dal,406.58,81.32
2024-03-02,Dinner,Sabzi,406.58,60.99
2024-03-02,Dinner,Roti,406.58,48.79
2024-03-02,Lunch,Rice,378.68,132.54
2024-03-02,Lunch,Dal,378.68,75.74
2024-03-02,Lunch,Sabzi,378.68,56.8
2024-03-02,Lunch,Roti,378.68,45.44
2024-03-02,Snacks,Tea,227.88,34.18
2024-03-02,Snacks,Snack Item,227.88,22.79
2024-03-03,Breakfast,Rice/Upma,151.74,30.35
2024-03-03,Breakfast,Dal/Curry,151.74,22.76
2024-03-03,Breakfast,Bread,151.74,15.17
2024-03-03,Dinner,Rice,412.26,123.68
2024-03-03,Dinner,Dal,412.26,82.45
2024-03-03,Dinner,Sabzi,412.26,61.84
2024-03-03,Dinner,Roti,412.26,49.47
2024-03-03,Lunch,Rice,378.61,132.51
2024-03-03,Lunch,Dal,378.61,75.72
2024-03-03,Lunch,Sabzi,378.61,56.79
2024-03-03,Lunch,Roti,378.61,45.43
2024-03-03,Snacks,Tea,210.91,31.64
2024-03-03,Snacks,Snack Item,210.91,21.09
2024-03-04,Breakfast,Rice/Upma,164.13,32.83
2024-03-04,Breakfast,Dal/Curry,164.13,24.62
2024-03-04,Breakfast,Bread,164.13,16.41
2024-03-04,Dinner,Rice,414.63,124.39
2024-03-04,Dinner,Dal,414.63,82.93
2024-03-04,Dinner,Sabzi,414.63,62.19
2024-03-04,Dinner,Roti,414.63,49.76
2024-03-04,Lunch,Rice,381.65,133.58
2024-03-04,Lunch,Dal,381.65,76.33
2024-03-04,Lunch,Sabzi,381.65,57.25
2024-03-04,Lunch,Roti,381.65,45.8
2024-03-04,Snacks,Tea,227.05,34.06
2024-03-04,Snacks,Snack Item,227.05,22.7
2024-03-05,Breakfast,Rice/Upma,157.39,31.48
2024-03-05,Breakfast,Dal/Curry,157.39,23.61
2024-03-05,Breakfast,Bread,157.39,15.74
2024-03-05,Dinner,Rice,403.26,120.98
2024-03-05,Dinner,Dal,403.26,80.65
2024-03-05,Dinner,Sabzi,403.26,60.49
2024-03-05,Dinner,Roti,403.26,48.39
2024-03-05,Lunch,Rice,362.52,126.88
2024-03-05,Lunch,Dal,362.52,72.5
2024-03-05,Lunch,Sabzi,362.52,54.38
2024-03-05,Lunch,Roti,362.52,43.5
2024-03-05,Snacks,Tea,225.55,33.83
2024-03-05,Snacks,Snack Item,225.55,22.56
2024-03-06,Breakfast,Rice/Upma,182.74,36.55
2024-03-06,Breakfast,Dal/Curry,182.74,27.41
2024-03-06,Breakfast,Bread,182.74,18.27
2024-03-06,Dinner,Rice,408.37,122.51
2024-03-06,Dinner,Dal,408.37,81.67
2024-03-06,Dinner,Sabzi,408.37,61.26
2024-03-06,Dinner,Roti,408.37,49.0
2024-03-06,Lunch,Rice,372.7,130.44
2024-03-06,Lunch,Dal,372.7,74.54
2024-03-06,Lunch,Sabzi,372.7,55.9
2024-03-06,Lunch,Roti,372.7,44.72
2024-03-06,Snacks,Tea,229.78,34.47
2024-03-06,Snacks,Snack Item,229.78,22.98
2024-03-07,Breakfast,Rice/Upma,175.15,35.03
2024-03-07,Breakfast,Dal/Curry,175.15,26.27
2024-03-07,Breakfast,Bread,175.15,17.52
2024-03-07,Dinner,Rice,413.75,124.12
2024-03-07,Dinner,Dal,413.75,82.75
2024-03-07,Dinner,Sabzi,413.75,62.06
2024-03-07,Dinner,Roti,413.75,49.65
2024-03-07,Lunch,Rice,372.42,130.35
2024-03-07,Lunch,Dal,372.42,74.48
2024-03-07,Lunch,Sabzi,372.42,55.86
2024-03-07,Lunch,Roti,372.42,44.69
2024-03-07,Snacks,Tea,222.77,33.42
2024-03-07,Snacks,Snack Item,222.77,22.28
2024-03-08,Breakfast,Rice/Upma,175.19,35.04
2024-03-08,Breakfast,Dal/Curry,175.19,26.28
2024-03-08,Breakfast,Bread,175.19,17.52
2024-03-08,Dinner,Rice,409.52,122.86
2024-03-08,Dinner,Dal,409.52,81.9
2024-03-08,Dinner,Sabzi,409.52,61.43
2024-03-08,Dinner,Roti,409.52,49.14
2024-03-08,Lunch,Rice,368.25,128.89
2024-03-08,Lunch,Dal,368.25,73.65
2024-03-08,Lunch,Sabzi,368.25,55.24
2024-03-08,Lunch,Roti,368.25,44.19
2024-03-08,Snacks,Tea,227.66,34.15
2024-03-08,Snacks,Snack Item,227.66,22.77
2024-03-09,Breakfast,Rice/Upma,164.08,32.82
2024-03-09,Breakfast,Dal/Curry,164.08,24.61
2024-03-09,Breakfast,Bread,164.08,16.41
2024-03-09,Dinner,Rice,409.7,122.91
2024-03-09,Dinner,Dal,409.7,81.94
2024-03-09,Dinner,Sabzi,409.7,61.46
2024-03-09,Dinner,Roti,409.7,49.16
2024-03-09,Lunch,Rice,369.9,129.46
2024-03-09,Lunch,Dal,369.9,73.98
2024-03-09,Lunch,Sabzi,369.9,55.48
2024-03-09,Lunch,Roti,369.9,44.39
2024-03-09,Snacks,Tea,226.08,33.91
2024-03-09,Snacks,Snack Item,226.08,22.61
2024-03-10,Breakfast,Rice/Upma,118.42,23.68
2024-03-10,Breakfast,Dal/Curry,118.42,17.76
2024-03-10,Breakfast,Bread,118.42,11.84
2024-03-10,Dinner,Rice,410.23,123.07
2024-03-10,Dinner,Dal,410.23,82.05
2024-03-10,Dinner,Sabzi,410.23,61.53
2024-03-10,Dinner,Roti,410.23,49.23
2024-03-10,Lunch,Rice,377.3,132.06
2024-03-10,Lunch,Dal,377.3,75.46
2024-03-10,Lunch,Sabzi,377.3,56.6
2024-03-10,Lunch,Roti,377.3,45.28
2024-03-10,Snacks,Tea,225.44,33.82
2024-03-10,Snacks,Snack Item,225.44,22.54
2024-03-11,Breakfast,Rice/Upma,162.38,32.48
2024-03-11,Breakfast,Dal/Curry,162.38,24.36
2024-03-11,Breakfast,Bread,162.38,16.24
2024-03-11,Dinner,Rice,398.91,119.67
2024-03-11,Dinner,Dal,398.91,79.78
2024-03-11,Dinner,Sabzi,398.91,59.84
2024-03-11,Dinner,Roti,398.91,47.87
2024-03-11,Lunch,Rice,364.81,127.68
2024-03-11,Lunch,Dal,364.81,72.96
2024-03-11,Lunch,Sabzi,364.81,54.72
2024-03-11,Lunch,Roti,364.81,43.78
2024-03-11,Snacks,Tea,236.19,35.43
2024-03-11,Snacks,Snack Item,236.19,23.62
2024-03-12,Breakfast,Rice/Upma,172.33,34.47
2024-03-12,Breakfast,Dal/Curry,172.33,25.85
2024-03-12,Breakfast,Bread,172.33,17.23
2024-03-12,Dinner,Rice,413.37,124.01
2024-03-12,Dinner,Dal,413.37,82.67
2024-03-12,Dinner,Sabzi,413.37,62.01
2024-03-12,Dinner,Roti,413.37,49.6
2024-03-12,Lunch,Rice,370.82,129.79
2024-03-12,Lunch,Dal,370.82,74.16
2024-03-12,Lunch,Sabzi,370.82,55.62
2024-03-12,Lunch,Roti,370.82,44.5
2024-03-12,Snacks,Tea,213.52,32.03
2024-03-12,Snacks,Snack Item,213.52,21.35
2024-03-13,Breakfast,Rice/Upma,169.59,33.92
2024-03-13,Breakfast,Dal/Curry,169.59,25.44
2024-03-13,Breakfast,Bread,169.59,16.96
2024-03-13,Dinner,Rice,407.6,122.28
2024-03-13,Dinner,Dal,407.6,81.52
2024-03-13,Dinner,Sabzi,407.6,61.14
2024-03-13,Dinner,Roti,407.6,48.91
2024-03-13,Lunch,Rice,371.84,130.14
2024-03-13,Lunch,Dal,371.84,74.37
2024-03-13,Lunch,Sabzi,371.84,55.78
2024-03-13,Lunch,Roti,371.84,44.62
2024-03-13,Snacks,Tea,227.36,34.1
2024-03-13,Snacks,Snack Item,227.36,22.74
2024-03-14,Breakfast,Rice/Upma,175.44,35.09
2024-03-14,Breakfast,Dal/Curry,175.44,26.32
2024-03-14,Breakfast,Bread,175.44,17.54
2024-03-14,Dinner,Rice,408.64,122.59
2024-03-14,Dinner,Dal,408.64,81.73
2024-03-14,Dinner,Sabzi,408.64,61.3
2024-03-14,Dinner,Roti,408.64,49.04
2024-03-14,Lunch,Rice,373.05,130.57
2024-03-14,Lunch,Dal,373.05,74.61
2024-03-14,Lunch,Sabzi,373.05,55.96
2024-03-14,Lunch,Roti,373.05,44.77
2024-03-14,Snacks,Tea,222.64,33.4
2024-03-14,Snacks,Snack Item,222.64,22.26
2024-03-15,Breakfast,Rice/Upma,142.21,28.44
2024-03-15,Breakfast,Dal/Curry,142.21,21.33
2024-03-15,Breakfast,Bread,142.21,14.22
2024-03-15,Dinner,Rice,415.12,124.54
2024-03-15,Dinner,Dal,415.12,83.02
2024-03-15,Dinner,Sabzi,415.12,62.27
2024-03-15,Dinner,Roti,415.12,49.81
2024-03-15,Lunch,Rice,368.74,129.06
2024-03-15,Lunch,Dal,368.74,73.75
2024-03-15,Lunch,Sabzi,368.74,55.31
2024-03-15,Lunch,Roti,368.74,44.25
2024-03-15,Snacks,Tea,220.85,33.13
2024-03-15,Snacks,Snack Item,220.85,22.08
2024-03-16,Breakfast,Rice/Upma,178.89,35.78
2024-03-16,Breakfast,Dal/Curry,178.89,26.83
2024-03-16,Breakfast,Bread,178.89,17.89
2024-03-16,Dinner,Rice,421.96,126.59
2024-03-16,Dinner,Dal,421.96,84.39
2024-03-16,Dinner,Sabzi,421.96,63.29
2024-03-16,Dinner,Roti,421.96,50.64
2024-03-16,Lunch,Rice,368.93,129.13
2024-03-16,Lunch,Dal,368.93,73.79
2024-03-16,Lunch,Sabzi,368.93,55.34
2024-03-16,Lunch,Roti,368.93,44.27
2024-03-16,Snacks,Tea,223.04,33.46
2024-03-16,Snacks,Snack Item,223.04,22.3
2024-03-17,Breakfast,Rice/Upma,119.67,23.93
2024-03-17,Breakfast,Dal/Curry,119.67,17.95
2024-03-17,Breakfast,Bread,119.67,11.97
2024-03-17,Dinner,Rice,408.47,122.54
2024-03-17,Dinner,Dal,408.47,81.69
2024-03-17,Dinner,Sabzi,408.47,61.27
2024-03-17,Dinner,Roti,408.47,49.02
2024-03-17,Lunch,Rice,378.46,132.46
2024-03-17,Lunch,Dal,378.46,75.69
2024-03-17,Lunch,Sabzi,378.46,56.77
2024-03-17,Lunch,Roti,378.46,45.42
2024-03-17,Snacks,Tea,205.34,30.8
2024-03-17,Snacks,Snack Item,205.34,20.53
2024-03-18,Breakfast,Rice/Upma,156.48,31.3
2024-03-18,Breakfast,Dal/Curry,156.48,23.47
2024-03-18,Breakfast,Bread,156.48,15.65
2024-03-18,Dinner,Rice,421.54,126.46
2024-03-18,Dinner,Dal,421.54,84.31
2024-03-18,Dinner,Sabzi,421.54,63.23
2024-03-18,Dinner,Roti,421.54,50.58
2024-03-18,Lunch,Rice,368.0,128.8
2024-03-18,Lunch,Dal,368.0,73.6
2024-03-18,Lunch,Sabzi,368.0,55.2
2024-03-18,Lunch,Roti,368.0,44.16
2024-03-18,Snacks,Tea,213.22,31.98
2024-03-18,Snacks,Snack Item,213.22,21.32
2024-03-19,Breakfast,Rice/Upma,171.98,34.4
2024-03-19,Breakfast,Dal/Curry,171.98,25.8
2024-03-19,Breakfast,Bread,171.98,17.2
2024-03-19,Dinner,Rice,419.34,125.8
2024-03-19,Dinner,Dal,419.34,83.87
2024-03-19,Dinner,Sabzi,419.34,62.9
2024-03-19,Dinner,Roti,419.34,50.32
2024-03-19,Lunch,Rice,381.8,133.63
2024-03-19,Lunch,Dal,381.8,76.36
2024-03-19,Lunch,Sabzi,381.8,57.27
2024-03-19,Lunch,Roti,381.8,45.82
2024-03-19,Snacks,Tea,223.1,33.47
2024-03-19,Snacks,Snack Item,223.1,22.31
2024-03-20,Breakfast,Rice/Upma,180.11,36.02
2024-03-20,Breakfast,Dal/Curry,180.11,27.02
2024-03-20,Breakfast,Bread,180.11,18.01
2024-03-20,Dinner,Rice,397.52,119.26
2024-03-20,Dinner,Dal,397.52,79.5
2024-03-20,Dinner,Sabzi,397.52,59.63
2024-03-20,Dinner,Roti,397.52,47.7
2024-03-20,Lunch,Rice,376.88,131.91
2024-03-20,Lunch,Dal,376.88,75.38
2024-03-20,Lunch,Sabzi,376.88,56.53
2024-03-20,Lunch,Roti,376.88,45.23
2024-03-20,Snacks,Tea,229.38,34.41
2024-03-20,Snacks,Snack Item,229.38,22.94
2024-03-21,Breakfast,Rice/Upma,152.81,30.56
2024-03-21,Breakfast,Dal/Curry,152.81,22.92
2024-03-21,Breakfast,Bread,152.81,15.28
2024-03-21,Dinner,Rice,417.8,125.34
2024-03-21,Dinner,Dal,417.8,83.56
2024-03-21,Dinner,Sabzi,417.8,62.67
2024-03-21,Dinner,Roti,417.8,50.14
2024-03-21,Lunch,Rice,382.99,134.05
2024-03-21,Lunch,Dal,382.99,76.6
2024-03-21,Lunch,Sabzi,382.99,57.45
2024-03-21,Lunch,Roti,382.99,45.96
2024-03-21,Snacks,Tea,212.08,31.81
2024-03-21,Snacks,Snack Item,212.08,21.21
2024-03-22,Breakfast,Rice/Upma,171.1,34.22
2024-03-22,Breakfast,Dal/Curry,171.1,25.66
2024-03-22,Breakfast,Bread,171.1,17.11
2024-03-22,Dinner,Rice,418.47,125.54
2024-03-22,Dinner,Dal,418.47,83.69
2024-03-22,Dinner,Sabzi,418.47,62.77
2024-03-22,Dinner,Roti,418.47,50.22
2024-03-22,Lunch,Rice,376.58,131.8
2024-03-22,Lunch,Dal,376.58,75.32
2024-03-22,Lunch,Sabzi,376.58,56.49
2024-03-22,Lunch,Roti,376.58,45.19
2024-03-22,Snacks,Tea,224.61,33.69
2024-03-22,Snacks,Snack Item,224.61,22.46
2024-03-23,Breakfast,Rice/Upma,144.37,28.87
2024-03-23,Breakfast,Dal/Curry,144.37,21.66
2024-03-23,Breakfast,Bread,144.37,14.44
2024-03-23,Dinner,Rice,415.93,124.78
2024-03-23,Dinner,Dal,415.93,83.19
2024-03-23,Dinner,Sabzi,415.93,62.39
2024-03-23,Dinner,Roti,415.93,49.91
2024-03-23,Lunch,Rice,392.6,137.41
2024-03-23,Lunch,Dal,392.6,78.52
2024-03-23,Lunch,Sabzi,392.6,58.89
2024-03-23,Lunch,Roti,392.6,47.11
2024-03-23,Snacks,Tea,210.04,31.51
2024-03-23,Snacks,Snack Item,210.04,21.0
2024-03-24,Breakfast,Rice/Upma,113.25,22.65
2024-03-24,Breakfast,Dal/Curry,113.25,16.99
2024-03-24,Breakfast,Bread,113.25,11.32
2024-03-24,Dinner,Rice,411.05,123.32
2024-03-24,Dinner,Dal,411.05,82.21
2024-03-24,Dinner,Sabzi,411.05,61.66
2024-03-24,Dinner,Roti,411.05,49.33
2024-03-24,Lunch,Rice,384.43,134.55
2024-03-24,Lunch,Dal,384.43,76.89
2024-03-24,Lunch,Sabzi,384.43,57.66
2024-03-24,Lunch,Roti,384.43,46.13
2024-03-24,Snacks,Tea,232.13,34.82
2024-03-24,Snacks,Snack Item,232.13,23.21
2024-03-25,Breakfast,Rice/Upma,159.52,31.9
2024-03-25,Breakfast,Dal/Curry,159.52,23.93
2024-03-25,Breakfast,Bread,159.52,15.95
2024-03-25,Dinner,Rice,417.16,125.15
2024-03-25,Dinner,Dal,417.16,83.43
2024-03-25,Dinner,Sabzi,417.16,62.57
2024-03-25,Dinner,Roti,417.16,50.06
2024-03-25,Lunch,Rice,378.76,132.57
2024-03-25,Lunch,Dal,378.76,75.75
2024-03-25,Lunch,Sabzi,378.76,56.81
