record_id,date,day_type,building,time_slot,consumption_kwh,meter_reading_kwh,is_exam_week,is_anomaly,month,rolling_3d_avg,anomaly_score,bld_enc,slot_enc,dow,predicted_anomaly
ELEC000714,2024-01-14,weekend,Academic Block B,10-12,1.497,5053.71,False,False,1,2.3586666666666667,0.6346806105144149,1,2,6,0
ELEC000715,2024-01-14,weekend,Academic Block B,12-14,0.995,5054.7,False,False,1,1.834666666666667,0.5423328488372092,1,3,6,0
ELEC000716,2024-01-14,weekend,Academic Block B,14-16,1.183,5055.88,False,False,1,2.1973333333333334,0.5383798543689321,1,4,6,0
ELEC000717,2024-01-14,weekend,Academic Block B,16-18,1.028,5056.91,False,False,1,1.6183333333333334,0.635221421215242,1,5,6,0
ELEC000718,2024-01-14,weekend,Academic Block B,18-20,0.89,5057.8,False,False,1,1.5599999999999998,0.5705128205128206,1,6,6,0
ELEC000719,2024-01-14,weekend,Academic Block B,20-22,0.644,5058.44,False,False,1,1.2976666666666667,0.4962753660416131,1,7,6,0
ELEC000720,2024-01-14,weekend,Academic Block B,22-00,0.337,5058.78,False,False,1,0.5153333333333333,0.6539456662354464,1,8,6,0
ELEC000721,2024-01-14,weekend,Hostel Block 1,06-08,0.218,3580.58,False,False,1,0.315,0.692063492063492,2,0,6,0
ELEC000722,2024-01-14,weekend,Hostel Block 1,08-10,0.586,3581.17,False,False,1,1.0056666666666667,0.5826980444149817,2,1,6,0
ELEC000723,2024-01-14,weekend,Hostel Block 1,10-12,0.729,3581.9,False,False,1,1.2356666666666667,0.589964931211222,2,2,6,0
ELEC000724,2024-01-14,weekend,Hostel Block 1,12-14,0.644,3582.54,False,False,1,1.078,0.5974025974025974,2,3,6,0
ELEC000725,2024-01-14,weekend,Hostel Block 1,14-16,0.625,3583.16,False,False,1,1.0733333333333337,0.5822981366459626,2,4,6,0
ELEC000726,2024-01-14,weekend,Hostel Block 1,16-18,0.574,3583.73,False,False,1,0.9743333333333334,0.5891207663359561,2,5,6,0
ELEC000727,2024-01-14,weekend,Hostel Block 1,18-20,0.411,3584.14,False,False,1,0.8006666666666667,0.5133222314737718,2,6,6,0
ELEC000728,2024-01-14,weekend,Hostel Block 1,20-22,0.347,3584.49,False,False,1,0.7210000000000001,0.4812760055478501,2,7,6,0
ELEC000729,2024-01-14,weekend,Hostel Block 1,22-00,0.178,3584.67,False,False,1,0.29,0.6137931034482759,2,8,6,0
ELEC000730,2024-01-14,weekend,Hostel Block 2,06-08,0.209,3330.38,False,False,1,0.307,0.6807817589576547,3,0,6,0
ELEC000731,2024-01-14,weekend,Hostel Block 2,08-10,0.569,3330.95,False,False,1,0.9883333333333332,0.575716694772344,3,1,6,0
ELEC000732,2024-01-14,weekend,Hostel Block 2,10-12,0.75,3331.7,False,False,1,1.3096666666666663,0.5726648002036142,3,2,6,0
ELEC000733,2024-01-14,weekend,Hostel Block 2,12-14,0.524,3332.22,False,False,1,1.1043333333333334,0.474494415937217,3,3,6,0
ELEC000734,2024-01-14,weekend,Hostel Block 2,14-16,0.544,3332.76,False,False,1,1.1266666666666667,0.4828402366863905,3,4,6,0
ELEC000735,2024-01-14,weekend,Hostel Block 2,16-18,0.577,3333.34,False,False,1,1.0073333333333334,0.572799470549305,3,5,6,0
ELEC000736,2024-01-14,weekend,Hostel Block 2,18-20,0.441,3333.78,False,False,1,1.5286661908573211,0.2884867884418077,3,6,6,0
ELEC000737,2024-01-14,weekend,Hostel Block 2,20-22,0.331,3635.895,False,False,1,0.6053333333333334,0.5468061674008811,3,7,6,0
ELEC000738,2024-01-14,weekend,Hostel Block 2,22-00,0.144,3334.26,False,False,1,0.2763333333333334,0.5211097708082025,3,8,6,0
ELEC000739,2024-01-14,weekend,Library,06-08,0.243,1610.16,False,False,1,0.441,0.5510204081632653,5,0,6,1
ELEC000740,2024-01-14,weekend,Library,08-10,0.648,1610.81,False,False,1,1.2186666666666666,0.5317286652078775,5,1,6,0
ELEC000741,2024-01-14,weekend,Library,10-12,0.925,1611.73,False,False,1,1.5466666666666669,0.5980603448275862,5,2,6,0
ELEC000742,2024-01-14,weekend,Library,12-14,0.668,1612.4,False,False,1,1.2633333333333334,0.5287598944591029,5,3,6,0
ELEC000743,2024-01-14,weekend,Library,14-16,0.899,1613.3,False,False,1,1.501,0.5989340439706862,5,4,6,0
ELEC000744,2024-01-14,weekend,Library,16-18,0.601,1613.9,False,False,1,1.142,0.5262697022767076,5,5,6,0
ELEC000745,2024-01-14,weekend,Library,18-20,0.52,1614.42,False,False,1,1.0476666666666663,0.4963410754056634,5,6,6,0
ELEC000746,2024-01-14,weekend,Library,20-22,0.442,1614.86,False,False,1,0.8170000000000001,0.5410036719706242,5,7,6,0
ELEC000747,2024-01-14,weekend,Library,22-00,0.228,1615.09,False,False,1,0.38,0.6,5,8,6,0
ELEC000748,2024-01-14,weekend,Labs Complex,06-08,0.263,4397.8,False,False,1,0.4166666666666667,0.6312,4,0,6,0
ELEC000749,2024-01-14,weekend,Labs Complex,08-10,0.776,4398.58,False,False,1,2.330045775774789,0.3330406672984627,4,1,6,0
ELEC000750,2024-01-14,weekend,Labs Complex,10-12,0.785,4399.36,False,False,1,1.506,0.5212483399734396,4,2,6,0
ELEC000751,2024-01-14,weekend,Labs Complex,12-14,0.86,4400.22,False,False,1,1.3473333333333333,0.6382978723404256,4,3,6,0
ELEC000752,2024-01-14,weekend,Labs Complex,14-16,0.777,4401.0,False,False,1,1.3853333333333333,0.5608758421559192,4,4,6,0
ELEC000753,2024-01-14,weekend,Labs Complex,16-18,0.741,4401.74,False,False,1,1.143,0.6482939632545932,4,5,6,0
ELEC000754,2024-01-14,weekend,Labs Complex,18-20,0.579,4402.32,False,False,1,1.084,0.5341328413284133,4,6,6,0
ELEC000755,2024-01-14,weekend,Labs Complex,20-22,0.422,4402.74,False,False,1,0.8053333333333333,0.5240066225165563,4,7,6,0
ELEC000756,2024-01-14,weekend,Labs Complex,22-00,0.205,4402.94,False,False,1,0.3886666666666666,0.5274442538593481,4,8,6,0
ELEC000757,2024-01-15,weekday,Academic Block A,06-08,0.962,1569.48,False,False,1,0.6076666666666666,1.583104772353264,0,0,0,1
ELEC000758,2024-01-15,weekday,Academic Block A,08-10,2.445,1571.92,False,False,1,1.7626666666666664,1.387102874432678,0,1,0,0
ELEC000759,2024-01-15,weekday,Academic Block A,10-12,3.767,1575.69,False,False,1,2.566666666666667,1.4676623376623374,0,2,0,1
ELEC000760,2024-01-15,weekday,Academic Block A,12-14,2.673,1578.36,False,False,1,2.0306666666666664,1.3163164806303351,0,3,0,0
ELEC000761,2024-01-15,weekday,Academic Block A,14-16,2.685,1581.04,False,False,1,1.944,1.3811728395061729,0,4,0,0
ELEC000762,2024-01-15,weekday,Academic Block A,16-18,2.36,1583.4,False,False,1,1.6756666666666664,1.408394668788542,0,5,0,0
ELEC000763,2024-01-15,weekday,Academic Block A,18-20,2.096,1585.5,False,False,1,1.5033333333333332,1.3942350332594238,0,6,0,0
ELEC000764,2024-01-15,weekday,Academic Block A,20-22,1.693,1587.19,False,False,1,1.2416666666666667,1.363489932885906,0,7,0,0
ELEC000765,2024-01-15,weekday,Academic Block A,22-00,0.67,1587.86,False,False,1,0.5103333333333334,1.3128674069235793,0,8,0,0
ELEC000766,2024-01-15,weekday,Academic Block B,06-08,1.005,5059.78,False,False,1,0.697,1.441893830703013,1,0,0,0
ELEC000767,2024-01-15,weekday,Academic Block B,08-10,2.436,5062.22,False,False,1,1.824,1.3355263157894737,1,1,0,0
ELEC000768,2024-01-15,weekday,Academic Block B,10-12,3.124,5065.34,False,False,1,2.285,1.3671772428884026,1,2,0,0
ELEC000769,2024-01-15,weekday,Academic Block B,12-14,2.814,5068.15,False,False,1,1.9253333333333331,1.4615650969529086,1,3,0,0
ELEC000770,2024-01-15,weekday,Academic Block B,14-16,2.686,5070.84,False,False,1,1.973666666666667,1.360918763722344,1,4,0,0
ELEC000771,2024-01-15,weekday,Academic Block B,16-18,2.524,5073.36,False,False,1,1.6993333333333336,1.4852883483719104,1,5,0,0
ELEC000772,2024-01-15,weekday,Academic Block B,18-20,2.411,5075.77,False,False,1,1.6446666666666667,1.4659505472233485,1,6,0,0
ELEC000773,2024-01-15,weekday,Academic Block B,20-22,1.687,5077.46,False,False,1,1.2596666666666667,1.3392431860280498,1,7,0,0
ELEC000774,2024-01-15,weekday,Academic Block B,22-00,0.843,5078.3,False,False,1,0.568,1.484154929577465,1,8,0,0
ELEC000775,2024-01-15,weekday,Hostel Block 1,06-08,0.502,3585.17,False,False,1,0.3389999999999999,1.4808259587020651,2,0,0,0
ELEC000776,2024-01-15,weekday,Hostel Block 1,08-10,1.322,3586.49,False,False,1,0.9683333333333334,1.3652323580034424,2,1,0,0
ELEC000777,2024-01-15,weekday,Hostel Block 1,10-12,1.846,3588.34,False,False,1,1.3299999999999998,1.3879699248120303,2,2,0,0
ELEC000778,2024-01-15,weekday,Hostel Block 1,12-14,1.49,3589.83,False,False,1,1.0883333333333332,1.3690658499234305,2,3,0,0
ELEC000779,2024-01-15,weekday,Hostel Block 1,14-16,5.730604904171929,3595.56,False,True,1,2.4872016347239767,2.3040371251637173,2,4,0,1
ELEC000780,2024-01-15,weekday,Hostel Block 1,16-18,1.402,3596.96,False,False,1,0.9466666666666668,1.4809859154929577,2,5,0,0
ELEC000781,2024-01-15,weekday,Hostel Block 1,18-20,1.373,3598.33,False,False,1,0.844,1.6267772511848342,2,6,0,0
ELEC000782,2024-01-15,weekday,Hostel Block 1,20-22,0.956,3599.29,False,False,1,0.673,1.4205052005943537,2,7,0,0
ELEC000783,2024-01-15,weekday,Hostel Block 1,22-00,0.375,3599.66,False,False,1,0.286,1.3111888111888113,2,8,0,0
ELEC000784,2024-01-15,weekday,Hostel Block 2,06-08,0.504,3334.76,False,False,1,0.3369999999999999,1.4955489614243325,3,0,0,0
ELEC000785,2024-01-15,weekday,Hostel Block 2,08-10,1.287,3336.05,False,False,1,0.9276666666666666,1.3873517786561265,3,1,0,0
ELEC000786,2024-01-15,weekday,Hostel Block 2,10-12,1.527,3337.58,False,False,1,1.1786666666666663,1.2955316742081449,3,2,0,0
ELEC000787,2024-01-15,weekday,Hostel Block 2,12-14,1.516,3339.1,False,False,1,1.0453333333333334,1.450255102040816,3,3,0,0
ELEC000788,2024-01-15,weekday,Hostel Block 2,14-16,1.808,3340.91,False,False,1,1.1196666666666666,1.6147662994938972,3,4,0,0
ELEC000789,2024-01-15,weekday,Hostel Block 2,16-18,1.42,3342.33,False,False,1,1.021,1.3907933398628796,3,5,0,0
ELEC000790,2024-01-15,weekday,Hostel Block 2,18-20,1.068,3343.4,False,False,1,1.4553328575239874,0.7338527364915189,3,6,0,0
ELEC000791,2024-01-15,weekday,Hostel Block 2,20-22,0.925,3344.33,False,False,1,0.614,1.506514657980456,3,7,0,0
ELEC000792,2024-01-15,weekday,Hostel Block 2,22-00,0.454,3344.78,False,False,1,0.2953333333333333,1.5372460496613998,3,8,0,0
ELEC000793,2024-01-15,weekday,Library,06-08,0.574,1615.66,False,False,1,0.4206666666666667,1.3645007923930268,5,0,0,0
ELEC000794,2024-01-15,weekday,Library,08-10,1.869,1617.53,False,False,1,1.2563333333333333,1.4876625099495888,5,1,0,0
ELEC000795,2024-01-15,weekday,Library,10-12,2.496,1620.03,False,False,1,1.6503333333333334,1.5124217329832357,5,2,0,0
ELEC000796,2024-01-15,weekday,Library,12-14,1.845,1621.88,False,False,1,1.3383333333333332,1.3785803237858034,5,3,0,0
ELEC000797,2024-01-15,weekday,Library,14-16,1.842,1623.72,False,False,1,1.441,1.2782789729354616,5,4,0,0
ELEC000798,2024-01-15,weekday,Library,16-18,1.445,1625.16,False,False,1,1.029,1.404275996112731,5,5,0,0
ELEC000799,2024-01-15,weekday,Library,18-20,1.579,1626.74,False,False,1,1.034,1.5270793036750483,5,6,0,0
ELEC000800,2024-01-15,weekday,Library,20-22,1.197,2008.86,False,False,1,0.8156666666666667,1.4675112382509197,5,7,0,0
ELEC000801,2024-01-15,weekday,Library,22-00,0.527,1628.46,False,False,1,0.3783333333333333,1.3929515418502203,5,8,0,0
ELEC000802,2024-01-15,weekday,Labs Complex,06-08,0.671,4403.61,False,False,1,0.441,1.521541950113379,4,0,0,0
ELEC000803,2024-01-15,weekday,Labs Complex,08-10,1.821,4405.43,False,False,1,2.3963791091081226,0.7598964592366749,4,1,0,0
ELEC000804,2024-01-15,weekday,Labs Complex,10-12,1.952,4407.38,False,False,1,1.4043333333333334,1.3899833847614524,4,2,0,0
ELEC000805,2024-01-15,weekday,Labs Complex,12-14,2.052,4798.735,False,False,1,1.4563333333333333,1.4090180819409477,4,3,0,0
ELEC000806,2024-01-15,weekday,Labs Complex,14-16,2.137,4411.57,False,False,1,1.4023333333333337,1.523888756833848,4,4,0,0
ELEC000807,2024-01-15,weekday,Labs Complex,16-18,1.676,4413.25,False,False,1,1.212,1.3828382838283828,4,5,0,0
ELEC000808,2024-01-15,weekday,Labs Complex,18-20,1.674,4414.92,False,False,1,1.0893333333333333,1.53671970624235,4,6,0,0
ELEC000809,2024-01-15,weekday,Labs Complex,20-22,1.027,4415.95,False,False,1,0.7353333333333333,1.3966455122393473,4,7,0,0
ELEC000810,2024-01-15,weekday,Labs Complex,22-00,0.542,4416.49,False,False,1,0.3813333333333333,1.4213286713286712,4,8,0,0
ELEC000811,2024-01-16,weekday,Academic Block A,06-08,0.78,1588.64,False,False,1,0.6856666666666665,1.1375789985415656,0,0,1,0
ELEC000812,2024-01-16,weekday,Academic Block A,08-10,2.752,1591.39,False,False,1,2.0819999999999994,1.3218059558117197,0,1,1,0
ELEC000813,2024-01-16,weekday,Academic Block A,10-12,3.757,1595.15,False,False,1,2.9723333333333333,1.2639901312100483,0,2,1,0
ELEC000814,2024-01-16,weekday,Academic Block A,12-14,2.772,1597.92,False,False,1,2.2326666666666664,1.241564646163034,0,3,1,0
ELEC000815,2024-01-16,weekday,Academic Block A,14-16,2.955,1600.88,False,False,1,2.2743333333333333,1.2992818408324784,0,4,1,0
ELEC000816,2024-01-16,weekday,Academic Block A,16-18,2.774,1603.65,False,False,1,2.006,1.3828514456630112,0,5,1,0
ELEC000817,2024-01-16,weekday,Academic Block A,18-20,2.171,1605.82,False,False,1,1.734333333333333,1.25177782048818,0,6,1,0
ELEC000818,2024-01-16,weekday,Academic Block A,20-22,1.592,1607.41,False,False,1,1.354,1.1757754800590845,0,7,1,0
ELEC000819,2024-01-16,weekday,Academic Block A,22-00,0.709,1608.12,False,False,1,0.564,1.2570921985815604,0,8,1,0
ELEC000820,2024-01-16,weekday,Academic Block B,06-08,0.893,5079.19,False,False,1,0.7546666666666667,1.183303886925795,1,0,1,0
ELEC000821,2024-01-16,weekday,Academic Block B,08-10,2.81,5082.0,False,False,1,2.099,1.3387327298713676,1,1,1,0
ELEC000822,2024-01-16,weekday,Academic Block B,10-12,3.332,5085.33,False,False,1,2.651,1.2568841946435303,1,2,1,0
ELEC000823,2024-01-16,weekday,Academic Block B,12-14,2.861,5088.19,False,False,1,2.223333333333333,1.286806596701649,1,3,1,0
ELEC000824,2024-01-16,weekday,Academic Block B,14-16,2.699,5090.89,False,False,1,2.1893333333333334,1.232795371498173,1,4,1,0
ELEC000825,2024-01-16,weekday,Academic Block B,16-18,2.602,5093.49,False,False,1,2.051333333333333,1.268443288917777,1,5,1,0
ELEC000826,2024-01-16,weekday,Academic Block B,18-20,2.076,5095.57,False,False,1,1.7923333333333336,1.1582666914636413,1,6,1,0
ELEC000827,2024-01-16,weekday,Academic Block B,20-22,5.8051448559600365,5101.38,False,True,1,2.7120482853200123,2.140502028441964,1,7,1,1
ELEC000828,2024-01-16,weekday,Academic Block B,22-00,0.839,5102.22,False,False,1,0.673,1.2466567607726595,1,8,1,0
ELEC000829,2024-01-16,weekday,Hostel Block 1,06-08,0.537,3600.2,False,False,1,0.419,1.2816229116945106,2,0,1,0
ELEC000830,2024-01-16,weekday,Hostel Block 1,08-10,1.371,3601.57,False,False,1,1.093,1.2543458371454712,2,1,1,0
ELEC000831,2024-01-16,weekday,Hostel Block 1,10-12,1.777,3603.35,False,False,1,1.4506666666666663,1.2249540441176472,2,2,1,0
ELEC000832,2024-01-16,weekday,Hostel Block 1,12-14,1.5,3604.85,False,False,1,1.2113333333333332,1.2383048981838196,2,3,1,0
ELEC000833,2024-01-16,weekday,Hostel Block 1,14-16,1.687,3606.54,False,False,1,2.680868301390643,0.629273731620798,2,4,1,0
ELEC000834,2024-01-16,weekday,Hostel Block 1,16-18,1.386,3607.93,False,False,1,1.1206666666666667,1.2367638310529443,2,5,1,0
ELEC000835,2024-01-16,weekday,Hostel Block 1,18-20,1.26,3609.19,False,False,1,1.0146666666666666,1.2417871222076216,2,6,1,0
ELEC000836,2024-01-16,weekday,Hostel Block 1,20-22,0.977,3610.17,False,False,1,0.7599999999999999,1.285526315789474,2,7,1,0
ELEC000837,2024-01-16,weekday,Hostel Block 1,22-00,0.446,3610.62,False,False,1,0.3329999999999999,1.3393393393393396,2,8,1,0
ELEC000838,2024-01-16,weekday,Hostel Block 2,06-08,0.482,3345.26,False,False,1,0.3983333333333332,1.2100418410041842,3,0,1,0
ELEC000839,2024-01-16,weekday,Hostel Block 2,08-10,1.247,3346.51,False,False,1,1.034333333333333,1.205607476635514,3,1,1,0
ELEC000840,2024-01-16,weekday,Hostel Block 2,10-12,1.899,3348.41,False,False,1,1.392,1.3642241379310345,3,2,1,0
ELEC000841,2024-01-16,weekday,Hostel Block 2,12-14,1.748,3350.16,False,False,1,1.2626666666666666,1.3843717001055966,3,3,1,0
ELEC000842,2024-01-16,weekday,Hostel Block 2,14-16,1.432,3351.59,False,False,1,1.2613333333333334,1.135306553911205,3,4,1,0
ELEC000843,2024-01-16,weekday,Hostel Block 2,16-18,1.549,3353.14,False,False,1,1.182,1.3104906937394247,3,5,1,0
ELEC000844,2024-01-16,weekday,Hostel Block 2,18-20,1.264,3354.4,False,False,1,0.9243333333333336,1.3674720519293182,3,6,1,0
ELEC000845,2024-01-16,weekday,Hostel Block 2,20-22,0.907,3355.31,False,False,1,0.7210000000000001,1.2579750346740637,3,7,1,0
ELEC000846,2024-01-16,weekday,Hostel Block 2,22-00,0.375,3355.68,False,False,1,0.3243333333333333,1.156217882836588,3,8,1,0
ELEC000847,2024-01-16,weekday,Library,06-08,0.605,1629.07,False,False,1,0.474,1.2763713080168777,5,0,1,0
ELEC000848,2024-01-16,weekday,Library,08-10,1.587,1630.66,False,False,1,1.368,1.1600877192982455,5,1,1,0
ELEC000849,2024-01-16,weekday,Library,10-12,2.131,1632.79,False,False,1,1.850666666666667,1.1514769452449565,5,2,1,0
ELEC000850,2024-01-16,weekday,Library,12-14,1.777,1634.57,False,False,1,1.43,1.2426573426573426,5,3,1,0
ELEC000851,2024-01-16,weekday,Library,14-16,2.15,1636.72,False,False,1,1.6303333333333334,1.318748722142711,5,4,1,0
ELEC000852,2024-01-16,weekday,Library,16-18,1.578,1638.3,False,False,1,1.208,1.306291390728477,5,5,1,0
ELEC000853,2024-01-16,weekday,Library,18-20,1.291,1639.59,False,False,1,1.13,1.1424778761061944,5,6,1,0
ELEC000854,2024-01-16,weekday,Library,20-22,1.108,1640.7,False,False,1,0.9156666666666666,1.2100473243538408,5,7,1,0
ELEC000855,2024-01-16,weekday,Library,22-00,0.457,1641.16,False,False,1,0.4039999999999999,1.1311881188118813,5,8,1,0
ELEC000856,2024-01-16,weekday,Labs Complex,06-08,0.585,4417.07,False,False,1,0.5063333333333334,1.1553653719552337,4,0,1,0
ELEC000857,2024-01-16,weekday,Labs Complex,08-10,1.716,4418.79,False,False,1,1.4376666666666666,1.193600741942963,4,1,1,0
ELEC000858,2024-01-16,weekday,Labs Complex,10-12,2.329,4421.12,False,False,1,1.688666666666667,1.3791946308724832,4,2,1,0
ELEC000859,2024-01-16,weekday,Labs Complex,12-14,1.981,4423.1,False,False,1,1.6310000000000002,1.2145922746781117,4,3,1,0
ELEC000860,2024-01-16,weekday,Labs Complex,14-16,2.212,4425.31,False,False,1,1.7086666666666668,1.294576667967226,4,4,1,0
ELEC000861,2024-01-16,weekday,Labs Complex,16-18,1.667,4426.98,False,False,1,1.3613333333333333,1.2245347698334967,4,5,1,0
ELEC000862,2024-01-16,weekday,Labs Complex,18-20,1.326,4428.31,False,False,1,1.193,1.1114836546521374,4,6,1,0
ELEC000863,2024-01-16,weekday,Labs Complex,20-22,1.261,4429.57,False,False,1,0.9033333333333332,1.395940959409594,4,7,1,0
ELEC000864,2024-01-16,weekday,Labs Complex,22-00,0.52,4430.09,False,False,1,0.4223333333333333,1.2312549329123916,4,8,1,0
ELEC000865,2024-01-17,weekday,Academic Block A,06-08,0.919,1609.04,False,False,1,0.8869999999999999,1.036076662908681,0,0,2,0
ELEC000866,2024-01-17,weekday,Academic Block A,08-10,3.068,1612.11,False,False,1,2.7550000000000003,1.113611615245009,0,1,2,0
ELEC000867,2024-01-17,weekday,Academic Block A,10-12,2.822,1614.93,False,False,1,3.4486666666666665,0.818287260777112,0,2,2,0
ELEC000868,2024-01-17,weekday,Academic Block A,12-14,3.246,1618.18,False,False,1,2.897,1.1204694511563686,0,3,2,0
ELEC000869,2024-01-17,weekday,Academic Block A,14-16,3.132,1621.31,False,False,1,2.924,1.0711354309165528,0,4,2,0
ELEC000870,2024-01-17,weekday,Academic Block A,16-18,2.52,1623.83,False,False,1,2.551333333333333,0.9877188398223152,0,5,2,0
ELEC000871,2024-01-17,weekday,Academic Block A,18-20,7.672615335311254,1631.5,False,True,1,3.9798717784370847,1.927854906502623,0,6,2,1
ELEC000872,2024-01-17,weekday,Academic Block A,20-22,1.919,1633.42,False,False,1,1.7346666666666668,1.1062644119907763,0,7,2,0
ELEC000873,2024-01-17,weekday,Academic Block A,22-00,0.707,1634.13,False,False,1,0.6953333333333332,1.016778523489933,0,8,2,0
ELEC000874,2024-01-17,weekday,Academic Block B,06-08,1.028,5103.25,False,False,1,0.9753333333333334,1.0539986329460014,1,0,2,0
ELEC000875,2024-01-17,weekday,Academic Block B,08-10,2.957,5106.21,False,False,1,2.7343333333333333,1.0814336218456662,1,1,2,0
ELEC000876,2024-01-17,weekday,Academic Block B,10-12,3.479,5109.69,False,False,1,3.311666666666667,1.0505284348263713,1,2,2,0
ELEC000877,2024-01-17,weekday,Academic Block B,12-14,2.821,5112.51,False,False,1,2.8320000000000003,0.9961158192090396,1,3,2,0
ELEC000878,2024-01-17,weekday,Academic Block B,14-16,2.64,5115.15,False,False,1,2.6750000000000003,0.9869158878504672,1,4,2,0
ELEC000879,2024-01-17,weekday,Academic Block B,16-18,2.731,5117.88,False,False,1,2.619,1.0427644138984344,1,5,2,0
ELEC000880,2024-01-17,weekday,Academic Block B,18-20,7.723394487133314,5125.6,False,True,1,4.070131495711105,1.8975786151557583,1,6,2,1
ELEC000881,2024-01-17,weekday,Academic Block B,20-22,2.064,5127.66,False,False,1,3.185381618653345,0.647960039674172,1,7,2,0
ELEC000882,2024-01-17,weekday,Academic Block B,22-00,0.748,5128.41,False,False,1,0.8099999999999999,0.9234567901234568,1,8,2,0
ELEC000883,2024-01-17,weekday,Hostel Block 1,06-08,0.528,3611.15,False,False,1,0.5223333333333334,1.0108487555839183,2,0,2,0
ELEC000884,2024-01-17,weekday,Hostel Block 1,08-10,1.639,3612.79,False,False,1,1.444,1.1350415512465375,2,1,2,0
ELEC000885,2024-01-17,weekday,Hostel Block 1,10-12,1.908,3614.7,False,False,1,1.8436666666666663,1.034894232507684,2,2,2,0
ELEC000886,2024-01-17,weekday,Hostel Block 1,12-14,1.336,3616.04,False,False,1,1.4420000000000002,0.9264909847434118,2,3,2,0
ELEC000887,2024-01-17,weekday,Hostel Block 1,14-16,1.735,3617.78,False,False,1,3.050868301390643,0.5686905590808867,2,4,2,0
ELEC000888,2024-01-17,weekday,Hostel Block 1,16-18,1.484,3619.26,False,False,1,1.4240000000000002,1.042134831460674,2,5,2,0
ELEC000889,2024-01-17,weekday,Hostel Block 1,18-20,1.114,3620.37,False,False,1,1.249,0.8919135308246599,2,6,2,0
ELEC000890,2024-01-17,weekday,Hostel Block 1,20-22,1.101,3621.47,False,False,1,1.0113333333333332,1.0886618325642716,2,7,2,0
ELEC000891,2024-01-17,weekday,Hostel Block 1,22-00,0.423,3621.89,False,False,1,0.4146666666666667,1.020096463022508,2,8,2,0
ELEC000892,2024-01-17,weekday,Hostel Block 2,06-08,0.457,3356.14,False,False,1,0.4809999999999999,0.9501039501039504,3,0,2,0
ELEC000893,2024-01-17,weekday,Hostel Block 2,08-10,1.625,3357.76,False,False,1,1.3863333333333332,1.1721567684539551,3,1,2,0
ELEC000894,2024-01-17,weekday,Hostel Block 2,10-12,1.579,3359.34,False,False,1,1.6683333333333332,0.9464535464535464,3,2,2,0
ELEC000895,2024-01-17,weekday,Hostel Block 2,12-14,1.432,3360.77,False,False,1,1.5653333333333332,0.9148211243611584,3,3,2,0
ELEC000896,2024-01-17,weekday,Hostel Block 2,14-16,1.825,3362.59,False,False,1,1.6883333333333337,1.0809476801579463,3,4,2,0
ELEC000897,2024-01-17,weekday,Hostel Block 2,16-18,1.453,3364.04,False,False,1,1.474,0.985753052917232,3,5,2,0
ELEC000898,2024-01-17,weekday,Hostel Block 2,18-20,1.062,3365.1,False,False,1,1.1313333333333335,0.9387153800824982,3,6,2,0
ELEC000899,2024-01-17,weekday,Hostel Block 2,20-22,0.963,3366.06,False,False,1,0.9316666666666666,1.0336314847942756,3,7,2,0
ELEC000900,2024-01-17,weekday,Hostel Block 2,22-00,0.376,3366.44,False,False,1,0.4016666666666666,0.9360995850622408,3,8,2,0
ELEC000901,2024-01-17,weekday,Library,06-08,0.593,1641.75,False,False,1,0.5906666666666667,1.0039503386004514,5,0,2,0
ELEC000902,2024-01-17,weekday,Library,08-10,1.578,1643.33,False,False,1,1.6780000000000002,0.940405244338498,5,1,2,0
ELEC000903,2024-01-17,weekday,Library,10-12,2.153,1645.48,False,False,1,2.26,0.9526548672566372,5,2,2,0
ELEC000904,2024-01-17,weekday,Library,12-14,1.756,1647.24,False,False,1,1.7926666666666666,0.9795462997396802,5,3,2,0
ELEC000905,2024-01-17,weekday,Library,14-16,1.702,1648.94,False,False,1,1.898,0.8967334035827187,5,4,2,0
ELEC000906,2024-01-17,weekday,Library,16-18,1.673,1650.61,False,False,1,1.5653333333333332,1.0687819420783646,5,5,2,0
ELEC000907,2024-01-17,weekday,Library,18-20,1.461,1652.07,False,False,1,1.4436666666666669,1.012006465019626,5,6,2,0
ELEC000908,2024-01-17,weekday,Library,20-22,1.059,1653.13,False,False,1,1.1213333333333333,0.944411414982164,5,7,2,0
ELEC000909,2024-01-17,weekday,Library,22-00,0.507,1653.64,False,False,1,0.497,1.0201207243460764,5,8,2,0
ELEC000910,2024-01-17,weekday,Labs Complex,06-08,0.686,4430.78,False,False,1,0.6473333333333334,1.0597322348094746,4,0,2,0
ELEC000911,2024-01-17,weekday,Labs Complex,08-10,1.734,4432.51,False,False,1,1.757,0.9869095048377916,4,1,2,0
ELEC000912,2024-01-17,weekday,Labs Complex,10-12,2.184,4434.69,False,False,1,2.155,1.0134570765661255,4,2,2,0
ELEC000913,2024-01-17,weekday,Labs Complex,12-14,1.833,4436.52,False,False,1,1.9553333333333327,0.9374360722809412,4,3,2,0
ELEC000914,2024-01-17,weekday,Labs Complex,14-16,7.437614522410095,4443.96,False,True,1,3.9288715074700313,1.8930663698898853,4,4,2,1
ELEC000915,2024-01-17,weekday,Labs Complex,16-18,1.672,4445.63,False,False,1,1.6716666666666669,1.000199401794616,4,5,2,0
ELEC000916,2024-01-17,weekday,Labs Complex,18-20,1.422,4447.05,False,False,1,1.474,0.9647218453188602,4,6,2,0
