student_id,date,total_mb,sessions,avg_duration
STU0029,2024-02-12,209.93,4,27.0
STU0029,2024-02-13,311.25,4,31.25
STU0029,2024-02-16,31.61,1,22.0
STU0029,2024-02-17,325.86,2,80.0
STU0029,2024-02-18,413.89,4,43.5
STU0029,2024-02-19,776.87,4,83.0
STU0029,2024-02-20,372.81,4,40.5
STU0029,2024-02-21,172.3,2,49.0
STU0029,2024-02-22,98.95,1,40.0
STU0029,2024-02-23,494.6,3,67.33333333333333
STU0029,2024-02-24,26.35,1,28.0
STU0029,2024-02-25,407.95,1,128.0
STU0029,2024-02-27,97.24000000000001,2,25.5
STU0029,2024-02-28,12.14,1,15.0
STU0029,2024-02-29,328.58000000000004,4,55.25
STU0029,2024-03-01,24.61,1,8.0
STU0029,2024-03-02,45.32,1,42.0
STU0029,2024-03-03,131.57,1,51.0
STU0029,2024-03-04,90.11,1,38.0
STU0029,2024-03-05,15.69,1,23.0
STU0029,2024-03-06,66.94,2,22.5
STU0029,2024-03-08,66.75,1,122.0
STU0029,2024-03-10,55.46,1,47.0
STU0029,2024-03-11,152.29000000000002,2,35.0
STU0029,2024-03-12,147.92000000000002,3,20.333333333333332
STU0029,2024-03-13,175.06,1,67.0
STU0029,2024-03-14,166.91000000000003,4,15.0
STU0029,2024-03-16,123.05000000000001,2,36.5
STU0029,2024-03-17,84.91,4,13.5
STU0029,2024-03-18,21.46,1,15.0
STU0029,2024-03-20,392.18,4,33.25
STU0029,2024-03-21,145.16,3,17.666666666666668
STU0029,2024-03-22,101.7,2,21.0
STU0029,2024-03-23,145.05,3,22.333333333333332
STU0029,2024-03-25,48.15,2,16.0
STU0029,2024-03-26,475.32,4,40.5
STU0029,2024-03-27,81.21000000000001,2,34.5
STU0029,2024-03-28,97.1,2,36.0
STU0029,2024-03-30,123.57000000000001,3,25.666666666666668
STU0029,2024-03-31,232.42999999999998,3,35.333333333333336
STU0030,2024-01-01,260.74,2,81.5
STU0030,2024-01-02,435.65,2,82.5
STU0030,2024-01-03,410.90999999999997,3,56.333333333333336
STU0030,2024-01-04,163.91,3,27.666666666666668
STU0030,2024-01-05,83.28999999999999,4,18.5
STU0030,2024-01-06,184.79999999999998,3,40.666666666666664
STU0030,2024-01-07,77.6,1,35.0
STU0030,2024-01-08,363.95,3,50.666666666666664
STU0030,2024-01-09,74.13,1,23.0
STU0030,2024-01-10,675.26,3,96.0
STU0030,2024-01-11,32.83,1,10.0
STU0030,2024-01-12,8.16,1,10.0
STU0030,2024-01-13,390.84000000000003,4,47.5
STU0030,2024-01-14,69.65,1,12.0
STU0030,2024-01-15,100.22,4,18.25
STU0030,2024-01-16,35.7,2,15.5
STU0030,2024-01-17,96.55,1,31.0
STU0030,2024-01-18,254.82999999999998,4,32.0
STU0030,2024-01-19,154.09,3,22.333333333333332
STU0030,2024-01-20,125.52,1,39.0
STU0030,2024-01-21,74.22,1,65.0
STU0030,2024-01-22,642.12,2,102.0
STU0030,2024-01-23,569.4300000000001,3,76.66666666666667
STU0030,2024-01-24,138.38,3,37.333333333333336
STU0030,2024-01-25,228.46,3,64.66666666666667
STU0030,2024-01-26,783.11,4,105.0
STU0030,2024-01-27,292.58,4,50.5
STU0030,2024-01-28,200.45000000000002,4,39.0
STU0030,2024-01-29,252.51999999999998,3,31.333333333333332
STU0030,2024-01-30,72.63,1,28.0
STU0030,2024-01-31,242.45,3,37.0
STU0030,2024-02-01,26.43,1,29.0
STU0030,2024-02-02,263.12,3,30.666666666666668
STU0030,2024-02-03,277.6,3,32.0
STU0030,2024-02-04,328.84,2,91.0
STU0030,2024-02-05,549.6899999999999,4,59.5
STU0030,2024-02-07,769.46,4,89.5
STU0030,2024-02-08,265.12,4,31.5
STU0030,2024-02-09,420.03,3,56.0
STU0030,2024-02-10,87.36,1,36.0
STU0030,2024-02-11,160.53,3,34.666666666666664
STU0030,2024-02-12,216.38,2,113.0
STU0030,2024-02-13,143.32,3,23.333333333333332
STU0030,2024-02-14,314.95,2,50.0
STU0030,2024-02-15,67.3,1,28.0
STU0030,2024-02-16,198.20999999999998,3,26.666666666666668
STU0030,2024-02-17,296.11,4,29.25
STU0030,2024-02-18,672.62,2,138.0
STU0030,2024-02-19,164.62,3,25.666666666666668
STU0030,2024-02-20,319.27,4,88.25
STU0030,2024-02-21,194.39999999999998,2,40.0
STU0030,2024-02-22,135.39,1,94.0
STU0030,2024-02-23,67.9,1,28.0
STU0030,2024-02-25,261.35,2,40.0
STU0030,2024-02-26,199.96,4,28.75
STU0030,2024-02-27,344.49,2,84.0
STU0030,2024-02-29,221.14999999999998,4,32.25
STU0030,2024-03-02,252.31,4,26.25
STU0030,2024-03-03,54.85,1,20.0
STU0030,2024-03-04,288.1,2,118.0
STU0030,2024-03-05,350.61,4,39.75
STU0030,2024-03-07,63.040000000000006,2,23.5
STU0030,2024-03-08,293.99,3,39.666666666666664
STU0030,2024-03-09,105.38,3,14.0
STU0030,2024-03-10,127.8,1,60.0
STU0030,2024-03-13,226.53,3,54.333333333333336
STU0030,2024-03-14,54.09,1,18.0
STU0030,2024-03-16,361.62,2,72.0
STU0030,2024-03-17,17.55,1,25.0
STU0030,2024-03-18,401.88,4,55.5
STU0030,2024-03-19,68.06,2,28.5
STU0030,2024-03-20,155.97,3,19.333333333333332
STU0030,2024-03-21,103.96,3,29.0
STU0030,2024-03-22,221.64999999999998,3,37.333333333333336
STU0030,2024-03-24,189.7,3,34.333333333333336
STU0030,2024-03-27,212.4,3,45.0
STU0030,2024-03-28,87.51,1,31.0
STU0030,2024-03-29,69.6,1,31.0
STU0030,2024-03-30,193.88,3,30.0
STU0030,2024-03-31,190.60000000000002,3,24.666666666666668
STU0031,2024-01-01,90.22,2,21.5
STU0031,2024-01-02,60.0,1,42.0
STU0031,2024-01-03,98.44,2,53.0
STU0031,2024-01-04,91.26,3,21.0
STU0031,2024-01-05,192.39,2,40.0
STU0031,2024-01-06,549.86,4,68.25
STU0031,2024-01-07,13.1,1,25.0
STU0031,2024-01-08,377.36,3,52.333333333333336
STU0031,2024-01-09,296.03000000000003,2,90.5
STU0031,2024-01-10,147.88,4,24.5
STU0031,2024-01-11,123.98,3,35.0
STU0031,2024-01-12,11.61,1,5.0
STU0031,2024-01-13,46.14,4,13.0
STU0031,2024-01-14,172.22,4,34.0
STU0031,2024-01-16,303.27,4,51.5
STU0031,2024-01-17,221.33999999999997,3,28.0
STU0031,2024-01-18,37.0,2,12.5
STU0031,2024-01-19,88.33,1,43.0
STU0031,2024-01-20,52.83,2,12.0
STU0031,2024-01-21,15.03,1,9.0
STU0031,2024-01-23,58.6,1,20.0
STU0031,2024-01-24,244.14,3,45.0
STU0031,2024-01-25,284.73,3,44.666666666666664
STU0031,2024-01-26,4.95,1,8.0
STU0031,2024-01-27,195.46,4,31.0
STU0031,2024-01-28,187.88,1,57.0
STU0031,2024-01-29,94.62,2,59.0
STU0031,2024-01-30,342.22999999999996,3,49.0
STU0031,2024-01-31,66.1,1,42.0
STU0031,2024-02-01,205.06,1,103.0
STU0031,2024-02-02,267.94,4,27.0
STU0031,2024-02-04,366.15999999999997,3,45.666666666666664
STU0031,2024-02-06,210.48,3,53.666666666666664
STU0031,2024-02-07,153.76999999999998,2,42.0
STU0031,2024-02-08,474.72,3,75.66666666666667
STU0031,2024-02-10,283.44,3,50.666666666666664
STU0031,2024-02-11,334.1,3,55.333333333333336
STU0031,2024-02-12,341.27,3,71.33333333333333
STU0031,2024-02-13,39.63,1,43.0
STU0031,2024-02-14,69.65,1,48.0
STU0031,2024-02-15,20.46,1,23.0
STU0031,2024-02-16,311.54,4,47.75
STU0031,2024-02-17,649.34,4,69.25
STU0031,2024-02-18,65.47,2,24.5
STU0031,2024-02-20,94.62,3,33.666666666666664
STU0031,2024-02-21,143.51,2,34.0
STU0031,2024-02-22,316.51,3,55.0
STU0031,2024-02-23,859.96,3,105.0
STU0031,2024-02-24,343.14,3,45.333333333333336
STU0031,2024-02-25,973.1999999999999,3,154.33333333333334
STU0031,2024-02-26,198.77,3,27.333333333333332
STU0031,2024-02-27,281.77,3,39.0
STU0031,2024-02-28,339.90999999999997,3,47.0
STU0031,2024-02-29,107.08,1,46.0
STU0031,2024-03-01,181.63,1,109.0
STU0031,2024-03-02,176.53,3,44.333333333333336
STU0031,2024-03-03,91.79,1,28.0
STU0031,2024-03-04,53.82,1,31.0
STU0031,2024-03-06,687.3399999999999,4,66.5
STU0031,2024-03-07,113.05,2,41.5
STU0031,2024-03-08,243.54,4,28.25
STU0031,2024-03-09,627.47,4,58.75
STU0031,2024-03-10,951.96,4,92.25
STU0031,2024-03-11,575.96,4,81.75
STU0031,2024-03-12,571.04,3,61.333333333333336
STU0031,2024-03-13,226.28,4,34.5
STU0031,2024-03-14,59.49,2,11.5
STU0031,2024-03-15,121.03,1,35.0
STU0031,2024-03-16,134.32,3,16.0
STU0031,2024-03-17,356.03,4,55.25
STU0031,2024-03-18,223.84,4,21.25
STU0031,2024-03-19,123.03,1,45.0
STU0031,2024-03-20,4.92,1,7.0
STU0031,2024-03-21,878.01,4,91.75
STU0031,2024-03-22,195.67,1,65.0
STU0031,2024-03-23,481.66999999999996,3,90.0
STU0031,2024-03-24,91.96000000000001,2,30.0
STU0031,2024-03-25,28.74,1,31.0
STU0031,2024-03-27,130.08,2,35.0
STU0031,2024-03-29,239.76,4,29.5
STU0031,2024-03-30,111.22,2,53.0
STU0031,2024-03-31,54.75,1,86.0
STU0032,2024-01-01,118.96000000000001,2,34.0
STU0032,2024-01-02,173.5,3,27.666666666666668
STU0032,2024-01-03,53.989999999999995,2,17.0
STU0032,2024-01-04,285.59000000000003,4,36.0
STU0032,2024-01-05,90.75999999999999,2,22.0
STU0032,2024-01-06,210.78,4,29.0
STU0032,2024-01-07,372.01,4,39.0
STU0032,2024-01-08,132.89000000000001,2,34.0
STU0032,2024-01-09,239.04000000000002,3,31.0
STU0032,2024-01-10,261.94,4,39.25
STU0032,2024-01-11,594.08,4,71.75
STU0032,2024-01-12,209.78000000000003,4,90.25
STU0032,2024-01-13,313.28,4,41.25
STU0032,2024-01-14,138.6,2,24.5
STU0032,2024-01-15,435.09000000000003,3,62.0
STU0032,2024-01-16,204.28,3,28.333333333333332
STU0032,2024-01-17,265.86,3,38.666666666666664
STU0032,2024-01-18,215.03,4,29.75
STU0032,2024-01-19,15.27,1,10.0
STU0032,2024-01-20,117.04,1,35.0
STU0032,2024-01-21,166.79000000000002,2,45.5
STU0032,2024-01-22,9.09,1,5.0
STU0032,2024-01-24,318.27000000000004,3,61.333333333333336
STU0032,2024-01-26,40.56,1,60.0
STU0032,2024-01-27,320.72,4,30.0
STU0032,2024-01-28,243.99,3,46.0
STU0032,2024-01-29,362.08,4,41.5
STU0032,2024-01-30,582.36,3,79.33333333333333
STU0032,2024-01-31,159.01,4,18.75
STU0032,2024-02-01,354.1,2,60.5
STU0032,2024-02-02,97.78,2,16.0
STU0032,2024-02-03,222.07999999999998,4,25.75
STU0032,2024-02-04,371.48,3,53.0
STU0032,2024-02-05,494.01,3,56.333333333333336
STU0032,2024-02-06,309.96000000000004,3,128.66666666666666
STU0032,2024-02-07,57.28,1,109.0
STU0032,2024-02-08,284.23,3,57.666666666666664
STU0032,2024-02-09,99.73,1,44.0
STU0032,2024-02-10,378.07,4,41.5
STU0032,2024-02-11,301.88,3,40.0
STU0032,2024-02-12,105.62,1,32.0
STU0032,2024-02-14,291.39,3,41.0
STU0032,2024-02-15,1101.74,3,133.33333333333334
STU0032,2024-02-16,10.14,1,16.0
STU0032,2024-02-17,14.47,1,13.0
STU0032,2024-02-18,179.36,3,42.666666666666664
STU0032,2024-02-19,51.33,2,45.0
STU0032,2024-02-20,214.84,4,34.0
STU0032,2024-02-21,152.08,2,48.5
STU0032,2024-02-22,271.21,1,101.0
STU0032,2024-02-23,259.77,3,46.0
STU0032,2024-02-24,139.84,2,22.0
STU0032,2024-02-25,731.63,4,78.25
STU0032,2024-02-26,214.63,2,48.5
STU0032,2024-02-27,169.77,4,21.0
STU0032,2024-02-28,88.6,1,99.0
STU0032,2024-02-29,440.87,4,50.5
STU0032,2024-03-01,234.17,3,36.333333333333336
STU0032,2024-03-02,268.26,4,33.25
STU0032,2024-03-03,213.98000000000002,3,31.333333333333332
STU0032,2024-03-05,284.52,4,39.25
STU0032,2024-03-06,273.68,4,34.75
STU0032,2024-03-07,77.22,3,32.0
STU0032,2024-03-08,399.91999999999996,4,43.75
STU0032,2024-03-09,219.91,3,38.0
STU0032,2024-03-10,80.46,3,21.333333333333332
STU0032,2024-03-11,6.97,1,10.0
STU0032,2024-03-12,235.10000000000002,3,29.666666666666668
STU0032,2024-03-13,303.45,4,41.75
STU0032,2024-03-14,360.31,4,74.75
STU0032,2024-03-15,480.27,3,65.0
STU0032,2024-03-16,560.55,3,65.33333333333333
STU0032,2024-03-17,102.45,3,16.333333333333332
STU0032,2024-03-18,424.17999999999995,4,63.25
STU0032,2024-03-19,73.57,1,26.0
STU0032,2024-03-21,59.64,2,14.0
STU0032,2024-03-22,46.06,1,14.0
STU0032,2024-03-23,264.93,4,30.0
STU0032,2024-03-24,597.08,4,52.25
STU0032,2024-03-25,540.52,3,62.666666666666664
STU0032,2024-03-26,83.05,2,27.0
STU0032,2024-03-27,183.36,4,25.25
STU0032,2024-03-29,157.24,2,48.5
STU0032,2024-03-30,255.74,4,35.5
STU0032,2024-03-31,241.66,2,47.5
STU0033,2024-01-01,488.89000000000004,4,55.25
STU0033,2024-01-03,229.12,4,27.75
STU0033,2024-01-04,32.48,1,15.0
STU0033,2024-01-07,94.22,1,41.0
STU0033,2024-01-08,356.74,4,43.25
STU0033,2024-01-09,498.64,2,86.5
STU0033,2024-01-10,101.19,1,53.0
STU0033,2024-01-11,69.74000000000001,2,43.0
STU0033,2024-01-12,206.84,4,27.5
STU0033,2024-01-13,814.5799999999999,4,100.5
STU0033,2024-01-14,50.730000000000004,2,23.5
STU0033,2024-01-15,151.56,3,22.666666666666668
STU0033,2024-01-16,457.67,4,57.0
STU0033,2024-01-17,63.0,1,41.0
STU0033,2024-01-18,66.69999999999999,2,30.0
STU0033,2024-01-19,120.35,1,40.0
STU0033,2024-01-20,208.06,4,27.0
STU0033,2024-01-21,22.26,1,8.0
STU0033,2024-01-22,11.01,1,20.0
STU0033,2024-01-23,11.35,1,21.0
STU0033,2024-01-24,156.8,2,39.5
STU0033,2024-01-25,110.47,1,36.0
STU0033,2024-01-26,320.81,2,104.5
STU0033,2024-01-27,135.57,2,55.0
STU0033,2024-01-28,382.2,2,68.5
STU0033,2024-01-29,304.37,2,52.5
STU0033,2024-01-30,78.14,1,33.0
STU0033,2024-01-31,31.54,1,11.0
STU0033,2024-02-01,204.37,4,34.25
STU0033,2024-02-02,100.32,1,35.0
STU0033,2024-02-03,103.66,2,27.0
STU0033,2024-02-04,160.60000000000002,3,32.0
STU0033,2024-02-05,118.83,2,21.5
STU0033,2024-02-06,390.44,3,93.66666666666667
STU0033,2024-02-08,176.57,3,23.666666666666668
STU0033,2024-02-09,209.0,2,44.0
STU0033,2024-02-10,398.36999999999995,4,46.25
STU0033,2024-02-11,151.95,3,23.333333333333332
STU0033,2024-02-12,156.96,2,23.5
STU0033,2024-02-13,547.1700000000001,3,81.66666666666667
STU0033,2024-02-14,98.25999999999999,2,18.5
STU0033,2024-02-15,457.90999999999997,3,50.333333333333336
STU0033,2024-02-16,220.18,3,27.666666666666668
STU0033,2024-02-17,542.77,4,92.5
STU0033,2024-02-18,20.5,1,24.0
STU0033,2024-02-19,450.69000000000005,4,72.75
STU0033,2024-02-20,18.0,1,10.0
STU0033,2024-02-21,409.16999999999996,4,58.75
STU0033,2024-02-22,540.59,3,127.33333333333333
STU0033,2024-02-23,336.71000000000004,4,38.75
STU0033,2024-02-24,390.23,4,63.5
STU0033,2024-02-25,20.63,1,33.0
STU0033,2024-02-27,83.52,2,24.5
STU0033,2024-02-28,515.97,1,300.0
STU0033,2024-02-29,94.18,2,50.5
STU0033,2024-03-01,426.36,3,65.66666666666667
STU0033,2024-03-02,189.57999999999998,2,78.0
STU0033,2024-03-04,133.92,2,29.0
STU0033,2024-03-05,125.11,3,21.666666666666668
STU0033,2024-03-06,111.14,2,44.5
STU0033,2024-03-07,104.96000000000001,2,18.0
STU0033,2024-03-08,319.63,4,36.5
STU0033,2024-03-09,240.81,3,34.0
STU0033,2024-03-10,521.56,4,61.25
STU0033,2024-03-11,23.68,1,12.0
STU0033,2024-03-12,207.76999999999998,2,71.0
STU0033,2024-03-13,800.94,3,109.0
STU0033,2024-03-14,216.84,2,37.5
STU0033,2024-03-15,261.02,1,79.0
STU0033,2024-03-16,157.72,3,24.666666666666668
STU0033,2024-03-17,188.98000000000002,4,22.0
STU0033,2024-03-19,13.02,1,24.0
STU0033,2024-03-20,117.38,2,23.5
STU0033,2024-03-21,147.77,2,29.0
STU0033,2024-03-22,30.73,1,20.0
STU0033,2024-03-23,49.51,2,21.0
STU0033,2024-03-24,283.38,2,57.0
STU0033,2024-03-25,385.15,3,67.0
STU0033,2024-03-26,419.42,3,60.333333333333336
STU0033,2024-03-27,283.9,4,33.25
STU0033,2024-03-28,502.27,3,57.0
STU0033,2024-03-29,898.46,4,97.0
STU0033,2024-03-30,225.13,3,35.333333333333336
STU0033,2024-03-31,259.22,2,74.5
STU0034,2024-01-01,290.97,4,66.5
STU0034,2024-01-02,174.13,1,59.0
STU0034,2024-01-03,355.35,2,97.0
STU0034,2024-01-04,94.03,3,33.0
STU0034,2024-01-05,22.85,2,8.0
STU0034,2024-01-06,102.89,3,15.666666666666666
STU0034,2024-01-07,760.6800000000001,4,69.5
STU0034,2024-01-08,108.36,1,35.0
STU0034,2024-01-09,57.02,3,29.666666666666668
STU0034,2024-01-10,141.19,3,50.666666666666664
STU0034,2024-01-11,399.71000000000004,4,41.5
STU0034,2024-01-12,313.96000000000004,4,47.75
STU0034,2024-01-13,124.83,2,52.0
STU0034,2024-01-14,186.38,1,65.0
STU0034,2024-01-15,24.689999999999998,2,12.5
STU0034,2024-01-16,107.43,1,31.0
STU0034,2024-01-17,203.68,2,55.5
STU0034,2024-01-18,108.95,2,19.0
STU0034,2024-01-19,204.83,2,65.0
STU0034,2024-01-20,115.7,3,23.333333333333332
STU0034,2024-01-21,343.41,4,37.75
STU0034,2024-01-22,423.57000000000005,4,49.0
STU0034,2024-01-23,551.01,3,61.333333333333336
STU0034,2024-01-24,318.0,3,34.333333333333336
STU0034,2024-01-25,286.44,3,46.0
STU0034,2024-01-26,16.44,1,18.0
STU0034,2024-01-27,164.76,4,44.25
STU0034,2024-01-28,622.4200000000001,4,53.75
STU0034,2024-01-29,182.03,3,34.0
STU0034,2024-01-30,211.48,1,66.0
STU0034,2024-01-31,96.38,3,18.0
STU0034,2024-02-01,199.82,4,21.0
STU0034,2024-02-03,78.61,1,28.0
STU0034,2024-02-04,174.3,3,28.666666666666668
STU0034,2024-02-05,1179.53,4,120.0
STU0034,2024-02-06,122.52,1,36.0
STU0034,2024-02-07,202.29,2,45.0
STU0034,2024-02-08,215.25,4,33.25
STU0034,2024-02-09,65.12,1,42.0
STU0034,2024-02-10,45.989999999999995,2,19.0
STU0034,2024-02-11,153.91000000000003,3,19.333333333333332
STU0034,2024-02-12,69.65,1,51.0
STU0034,2024-02-13,68.33,2,23.0
STU0034,2024-02-14,351.06,3,42.0
STU0034,2024-02-15,70.39,2,27.0
STU0034,2024-02-16,193.25,3,32.333333333333336
STU0034,2024-02-17,756.19,4,88.0
STU0034,2024-02-18,148.64,1,164.0
STU0034,2024-02-19,52.91,3,16.0
STU0034,2024-02-20,153.68,2,52.0
STU0034,2024-02-21,219.76,3,61.666666666666664
STU0034,2024-02-22,155.13,1,46.0
STU0034,2024-02-23,302.90000000000003,4,33.75
STU0034,2024-02-24,506.39,4,66.75
STU0034,2024-02-25,239.21,3,35.0
STU0034,2024-02-26,248.14,3,32.333333333333336
STU0034,2024-02-27,11.72,1,7.0
STU0034,2024-02-28,223.45,2,68.5
STU0034,2024-02-29,1084.57,4,93.25
STU0034,2024-03-01,27.78,1,51.0
STU0034,2024-03-02,87.76,2,23.5
STU0034,2024-03-03,207.26999999999998,2,32.0
STU0034,2024-03-04,23.799999999999997,2,11.5
STU0034,2024-03-05,154.91,2,26.0
STU0034,2024-03-06,247.72,3,61.0
STU0034,2024-03-07,250.86,4,36.5
STU0034,2024-03-08,368.31,4,29.75
STU0034,2024-03-09,652.28,4,78.5
STU0034,2024-03-11,140.33,3,19.0
STU0034,2024-03-12,75.19,2,15.5
STU0034,2024-03-13,237.45999999999998,4,49.5
STU0034,2024-03-14,48.8,1,25.0
STU0034,2024-03-15,23.96,1,17.0
STU0034,2024-03-16,19.59,1,21.0
STU0034,2024-03-17,205.1,2,43.5
STU0034,2024-03-18,33.61,1,10.0
STU0034,2024-03-19,88.13,2,40.5
STU0034,2024-03-20,162.26,1,51.0
STU0034,2024-03-21,88.38,1,40.0
STU0034,2024-03-22,136.53,2,25.5
STU0034,2024-03-23,92.1,3,13.666666666666666
STU0034,2024-03-24,76.71,2,20.0
STU0034,2024-03-25,376.78999999999996,3,52.0
STU0034,2024-03-26,272.68,4,38.25
STU0034,2024-03-27,118.15,2,21.5
STU0034,2024-03-29,150.64999999999998,3,39.333333333333336
STU0034,2024-03-30,655.12,4,95.25
STU0034,2024-03-31,125.56,2,43.0
STU0035,2024-01-01,33.0,1,28.0
STU0035,2024-01-02,82.04,1,24.0
STU0035,2024-01-03,45.62,1,17.0
STU0035,2024-01-04,305.06,4,32.5
STU0035,2024-01-05,147.4,2,33.5
STU0035,2024-01-06,120.55,4,29.25
STU0035,2024-01-07,262.11,4,55.0
STU0035,2024-01-08,69.75,1,56.0
STU0035,2024-01-09,242.21,3,36.666666666666664
STU0035,2024-01-10,25.2,1,17.0
STU0035,2024-01-12,273.42,4,61.75
STU0035,2024-01-13,182.9,2,30.0
STU0035,2024-01-14,35.96,1,14.0
STU0035,2024-01-15,170.54,1,108.0
STU0035,2024-01-16,475.82,4,53.75
STU0035,2024-01-17,123.19,1,38.0
STU0035,2024-01-18,199.73999999999998,3,28.666666666666668
STU0035,2024-01-19,276.53,4,36.0
STU0035,2024-01-21,632.41,1,232.0
STU0035,2024-01-23,456.72999999999996,4,48.25
STU0035,2024-01-24,122.09,2,24.0
STU0035,2024-01-25,231.68,3,34.0
STU0035,2024-01-26,17.08,1,28.0
STU0035,2024-01-27,73.68,1,33.0
STU0035,2024-01-28,87.63,1,43.0
STU0035,2024-01-29,64.67,2,20.5
STU0035,2024-01-30,203.49,3,56.0
STU0035,2024-01-31,209.82999999999998,3,29.0
STU0035,2024-02-01,73.52,1,30.0
STU0035,2024-02-02,86.3,1,33.0
STU0035,2024-02-03,703.21,2,145.0
STU0035,2024-02-04,121.65,2,35.5
STU0035,2024-02-05,266.13,4,35.75
STU0035,2024-02-06,355.69,1,228.0
STU0035,2024-02-07,236.44000000000003,4,37.0
STU0035,2024-02-08,432.86,4,46.0
STU0035,2024-02-09,101.91000000000001,3,16.333333333333332
STU0035,2024-02-10,397.25,3,61.666666666666664
STU0035,2024-02-11,269.01,4,26.75
STU0035,2024-02-12,203.2,3,35.666666666666664
STU0035,2024-02-13,216.75,2,53.0
STU0035,2024-02-15,535.71,4,61.0
STU0035,2024-02-16,608.2,4,95.0
STU0035,2024-02-17,340.32,4,57.25
STU0035,2024-02-18,10.29,1,7.0
STU0035,2024-02-19,42.63,2,31.5
STU0035,2024-02-20,23.939999999999998,2,11.5
STU0035,2024-02-21,201.76999999999998,3,47.333333333333336
STU0035,2024-02-22,432.61,2,68.0
STU0035,2024-02-23,308.26000000000005,2,47.0
STU0035,2024-02-24,204.04000000000002,4,40.5
STU0035,2024-02-26,16.7,1,18.0
STU0035,2024-02-27,441.19,4,60.75
STU0035,2024-02-28,67.02,2,16.5
STU0035,2024-02-29,81.96000000000001,2,30.0
STU0035,2024-03-01,43.37,1,13.0
STU0035,2024-03-02,85.49000000000001,2,36.5
STU0035,2024-03-03,228.46999999999997,4,25.75
STU0035,2024-03-04,127.27,4,31.0
STU0035,2024-03-05,43.75,3,9.333333333333334
STU0035,2024-03-06,267.51,4,32.5
STU0035,2024-03-07,108.9,2,25.0
STU0035,2024-03-08,63.9,1,53.0
STU0035,2024-03-10,264.1,3,49.333333333333336
STU0035,2024-03-11,63.38,1,32.0
STU0035,2024-03-12,976.11,3,109.0
STU0035,2024-03-13,178.17000000000002,3,44.0
STU0035,2024-03-14,87.2,2,41.0
STU0035,2024-03-15,30.13,1,21.0
STU0035,2024-03-17,491.96999999999997,3,62.0
STU0035,2024-03-18,89.97,3,27.0
STU0035,2024-03-19,70.76,2,21.0
STU0035,2024-03-20,296.19,3,64.0
STU0035,2024-03-21,202.31,2,46.5
STU0035,2024-03-22,68.49,1,55.0
STU0035,2024-03-23,98.69,2,21.5
STU0035,2024-03-24,418.27,4,44.25
STU0035,2024-03-25,94.18,2,22.0
STU0035,2024-03-27,240.51,4,24.75
STU0035,2024-03-28,133.92000000000002,3,24.333333333333332
STU0035,2024-03-29,276.6,2,51.0
STU0035,2024-03-30,26.39,1,15.0
STU0035,2024-03-31,271.35,3,31.666666666666668
STU0036,2024-01-01,107.87,2,29.0
STU0036,2024-01-02,280.83000000000004,2,55.0
STU0036,2024-01-03,371.42999999999995,4,44.75
STU0036,2024-01-04,187.68,2,75.0
STU0036,2024-01-05,80.08,2,18.5
STU0036,2024-01-06,139.82,3,21.666666666666668
STU0036,2024-01-10,299.75,3,32.333333333333336
STU0036,2024-01-11,19.61,1,23.0
STU0036,2024-01-12,83.44,2,14.5
STU0036,2024-01-13,225.91,4,23.5
STU0036,2024-01-14,49.06,2,17.0
STU0036,2024-01-15,93.95,1,42.0
STU0036,2024-01-16,218.43,3,29.333333333333332
STU0036,2024-01-17,142.37,2,47.0
STU0036,2024-01-18,554.79,2,94.0
STU0036,2024-01-19,185.79999999999998,4,30.5
STU0036,2024-01-20,149.04000000000002,3,24.666666666666668
STU0036,2024-01-21,86.73,1,36.0
STU0036,2024-01-22,152.47,4,19.0
STU0036,2024-01-23,244.38,4,30.75
STU0036,2024-01-24,413.57,4,37.75
STU0036,2024-01-26,925.0,3,118.33333333333333
STU0036,2024-01-27,70.32,1,25.0
STU0036,2024-01-28,192.68,1,60.0
STU0036,2024-01-29,4.08,1,5.0
STU0036,2024-01-30,42.07,1,13.0
STU0036,2024-01-31,147.07,2,50.5
STU0036,2024-02-02,242.59,4,45.25
STU0036,2024-02-03,72.5,2,15.5
STU0036,2024-02-04,169.42000000000002,4,18.0
STU0036,2024-02-05,264.99,3,58.0
STU0036,2024-02-06,300.08,4,33.5
STU0036,2024-02-07,14.74,1,20.0
STU0036,2024-02-09,69.65,1,7.0
STU0036,2024-02-10,118.17999999999999,3,27.333333333333332
STU0036,2024-02-11,51.35,1,20.0
STU0036,2024-02-12,141.79999999999998,2,25.5
STU0036,2024-02-13,178.41,3,52.666666666666664
STU0036,2024-02-14,275.06,4,42.75
STU0036,2024-02-15,568.55,4,66.5
STU0036,2024-02-16,191.34,3,31.666666666666668
STU0036,2024-02-17,214.11,4,21.25
STU0036,2024-02-18,493.18,4,114.0
STU0036,2024-02-19,42.76,1,15.0
STU0036,2024-02-20,390.82000000000005,4,37.0
STU0036,2024-02-21,526.5,3,73.66666666666667
STU0036,2024-02-22,86.65,2,24.5
STU0036,2024-02-24,88.00999999999999,2,20.0
STU0036,2024-02-26,43.769999999999996,2,12.5
STU0036,2024-02-27,1212.64,4,118.75
STU0036,2024-02-29,257.78,2,71.5
STU0036,2024-03-01,146.66,3,19.666666666666668
STU0036,2024-03-02,190.54,3,40.666666666666664
STU0036,2024-03-03,193.79000000000002,3,42.666666666666664
