record_id,date,day_type,building,time_slot,consumption_kwh,meter_reading_kwh,is_exam_week,is_anomaly,month
ELEC001009,2024-01-19,weekday,Library,06-08,0.657,1667.82,False,False,January
ELEC001010,2024-01-19,weekday,Library,08-10,1.742,1669.56,False,False,January
ELEC001011,2024-01-19,weekday,Library,10-12,2.239,1671.8,False,False,January
ELEC001012,2024-01-19,weekday,Library,12-14,1.951,1673.75,False,False,January
ELEC001013,2024-01-19,weekday,Library,14-16,1.789,1675.54,False,False,January
ELEC001014,2024-01-19,weekday,Library,16-18,1.861,1677.4,False,False,January
ELEC001015,2024-01-19,weekday,Library,18-20,1.609,1679.01,False,False,January
ELEC001016,2024-01-19,weekday,Library,20-22,1.103,1680.11,False,False,January
ELEC001017,2024-01-19,weekday,Library,22-00,0.546,1680.66,False,False,January
ELEC001018,2024-01-19,weekday,Labs Complex,06-08,0.599,4463.17,False,False,January
ELEC001019,2024-01-19,weekday,Labs Complex,08-10,1.644,4464.81,False,False,January
ELEC001020,2024-01-19,weekday,Labs Complex,10-12,1.982,4466.79,False,False,January
ELEC001021,2024-01-19,weekday,Labs Complex,12-14,2.061,4468.85,False,False,January
ELEC001022,2024-01-19,weekday,Labs Complex,14-16,2.223,4471.07,False,False,January
ELEC001023,2024-01-19,weekday,Labs Complex,16-18,1.541,4472.61,False,False,January
ELEC001024,2024-01-19,weekday,Labs Complex,18-20,1.334,4473.94,False,False,January
ELEC001025,2024-01-19,weekday,Labs Complex,20-22,1.108,4475.05,False,False,January
ELEC001026,2024-01-19,weekday,Labs Complex,22-00,0.556,4475.61,False,False,January
ELEC001027,2024-01-20,saturday,Academic Block A,06-08,0.682,1676.49,False,False,January
ELEC001028,2024-01-20,saturday,Academic Block A,08-10,1.888,1678.38,False,False,January
ELEC001029,2024-01-20,saturday,Academic Block A,10-12,2.342,1680.72,False,False,January
ELEC001030,2024-01-20,saturday,Academic Block A,12-14,1.821,,False,False,January
ELEC001031,2024-01-20,saturday,Academic Block A,14-16,1.945,1684.49,False,False,January
ELEC001032,2024-01-20,saturday,Academic Block A,16-18,1.938,1686.43,False,False,January
ELEC001033,2024-01-20,saturday,Academic Block A,18-20,1.613,1688.04,False,False,January
ELEC001034,2024-01-20,saturday,Academic Block A,20-22,1.205,1689.24,False,False,January
ELEC001035,2024-01-20,saturday,Academic Block A,22-00,0.46,1689.7,False,False,January
ELEC001036,2024-01-20,saturday,Academic Block B,06-08,0.618,5168.41,False,False,January
ELEC001037,2024-01-20,saturday,Academic Block B,08-10,1.607,5170.02,False,False,January
ELEC001038,2024-01-20,saturday,Academic Block B,10-12,2.218,5172.24,False,False,January
ELEC001039,2024-01-20,saturday,Academic Block B,12-14,1.861,5174.1,False,False,January
ELEC001040,2024-01-20,saturday,Academic Block B,14-16,1.91,5176.01,False,False,January
ELEC001041,2024-01-20,saturday,Academic Block B,16-18,1.666,5177.68,False,False,January
ELEC001042,2024-01-20,saturday,Academic Block B,18-20,1.529,5179.21,False,False,January
ELEC001043,2024-01-20,saturday,Academic Block B,20-22,1.289,5180.5,False,False,January
ELEC001044,2024-01-20,saturday,Academic Block B,22-00,1.8850681802021978,5182.39,False,True,January
ELEC001045,2024-01-20,saturday,Hostel Block 1,06-08,0.305,3645.69,False,False,January
ELEC001046,2024-01-20,saturday,Hostel Block 1,08-10,1.044,3646.73,False,False,January
ELEC001047,2024-01-20,saturday,Hostel Block 1,10-12,1.186,3647.92,False,False,January
ELEC001048,2024-01-20,saturday,Hostel Block 1,12-14,0.914,3648.83,False,False,January
ELEC001049,2024-01-20,saturday,Hostel Block 1,14-16,1.162,3649.99,False,False,January
ELEC001050,2024-01-20,saturday,Hostel Block 1,16-18,0.913,,False,False,January
ELEC001051,2024-01-20,saturday,Hostel Block 1,18-20,0.805,3651.71,False,False,January
ELEC001052,2024-01-20,saturday,Hostel Block 1,20-22,0.627,3652.34,False,False,January
ELEC001053,2024-01-20,saturday,Hostel Block 1,22-00,0.304,3652.64,False,False,January
ELEC001054,2024-01-20,saturday,Hostel Block 2,06-08,0.309,3393.46,False,False,January
ELEC001055,2024-01-20,saturday,Hostel Block 2,08-10,0.885,3394.35,False,False,January
ELEC001056,2024-01-20,saturday,Hostel Block 2,10-12,1.257,3395.61,False,False,January
ELEC001057,2024-01-20,saturday,Hostel Block 2,12-14,1.069,3396.68,False,False,January
ELEC001058,2024-01-20,saturday,Hostel Block 2,14-16,1.184,3397.86,False,False,January
ELEC001059,2024-01-20,saturday,Hostel Block 2,16-18,1.014,3398.87,False,False,January
ELEC001060,2024-01-20,saturday,Hostel Block 2,18-20,0.715,3399.59,False,False,January
ELEC001061,2024-01-20,saturday,Hostel Block 2,20-22,0.653,3400.24,False,False,January
ELEC001062,2024-01-20,saturday,Hostel Block 2,22-00,0.319,3400.56,False,False,January
ELEC001063,2024-01-20,saturday,Library,06-08,0.363,1681.02,False,False,January
ELEC001064,2024-01-20,saturday,Library,08-10,1.373,1682.39,False,False,January
ELEC001065,2024-01-20,saturday,Library,10-12,1.729,1684.12,False,False,January
ELEC001066,2024-01-20,saturday,Library,12-14,1.288,1685.41,False,False,January
ELEC001067,2024-01-20,saturday,Library,14-16,1.281,1686.69,False,False,January
ELEC001068,2024-01-20,saturday,Library,16-18,1.079,1687.77,False,False,January
ELEC001069,2024-01-20,saturday,Library,18-20,0.991,1688.76,False,False,January
ELEC001070,2024-01-20,saturday,Library,20-22,0.902,1689.66,False,False,January
ELEC001071,2024-01-20,saturday,Library,22-00,0.371,1690.03,False,False,January
ELEC001072,2024-01-20,saturday,Labs Complex,06-08,0.478,4476.09,False,False,January
ELEC001073,2024-01-20,saturday,Labs Complex,08-10,1.112,4477.2,False,False,January
ELEC001074,2024-01-20,saturday,Labs Complex,10-12,1.609,,False,False,January
ELEC001075,2024-01-20,saturday,Labs Complex,12-14,1.439,4480.25,False,False,January
ELEC001076,2024-01-20,saturday,Labs Complex,14-16,1.37,4481.62,False,False,January
ELEC001077,2024-01-20,saturday,Labs Complex,16-18,1.046,4482.67,False,False,January
ELEC001078,2024-01-20,saturday,Labs Complex,18-20,1.045,4483.72,False,False,January
ELEC001079,2024-01-20,saturday,Labs Complex,20-22,0.947,4484.67,False,False,January
ELEC001080,2024-01-20,saturday,Labs Complex,22-00,0.386,4485.06,False,False,January
ELEC001081,2024-01-21,weekend,Academic Block A,06-08,0.37,1690.07,False,False,January
ELEC001082,2024-01-21,weekend,Academic Block A,08-10,1.081,1691.15,False,False,January
ELEC001083,2024-01-21,weekend,Academic Block A,10-12,1.328,1692.48,False,False,January
ELEC001084,2024-01-21,weekend,Academic Block A,12-14,1.189,1693.67,False,False,January
ELEC001085,2024-01-21,weekend,Academic Block A,14-16,1.113,1694.78,False,False,January
ELEC001086,2024-01-21,weekend,Academic Block A,16-18,1.139,1695.92,False,False,January
ELEC001087,2024-01-21,weekend,Academic Block A,18-20,0.967,1696.89,False,False,January
ELEC001088,2024-01-21,weekend,Academic Block A,20-22,0.756,1697.65,False,False,January
ELEC001089,2024-01-21,weekend,Academic Block A,22-00,0.267,1697.92,False,False,January
ELEC001090,2024-01-21,weekend,Academic Block B,06-08,0.308,5182.7,False,False,January
ELEC001091,2024-01-21,weekend,Academic Block B,08-10,1.2,5183.9,False,False,January
ELEC001092,2024-01-21,weekend,Academic Block B,10-12,1.249,5185.15,False,False,January
ELEC001093,2024-01-21,weekend,Academic Block B,12-14,1.305,5186.45,False,False,January
ELEC001094,2024-01-21,weekend,Academic Block B,14-16,1.114,5187.56,False,False,January
ELEC001095,2024-01-21,weekend,Academic Block B,16-18,1.168,5188.73,False,False,January
ELEC001096,2024-01-21,weekend,Academic Block B,18-20,0.805,5189.53,False,False,January
ELEC001097,2024-01-21,weekend,Academic Block B,20-22,0.641,5190.17,False,False,January
ELEC001098,2024-01-21,weekend,Academic Block B,22-00,0.277,5190.45,False,False,January
ELEC001099,2024-01-21,weekend,Hostel Block 1,06-08,0.175,3652.82,False,False,January
ELEC001100,2024-01-21,weekend,Hostel Block 1,08-10,0.57,3653.39,False,False,January
ELEC001101,2024-01-21,weekend,Hostel Block 1,10-12,0.706,3654.1,False,False,January
ELEC001102,2024-01-21,weekend,Hostel Block 1,12-14,0.554,3654.65,False,False,January
ELEC001103,2024-01-21,weekend,Hostel Block 1,14-16,0.673,3655.32,False,False,January
ELEC001104,2024-01-21,weekend,Hostel Block 1,16-18,0.621,3655.94,False,False,January
ELEC001105,2024-01-21,weekend,Hostel Block 1,18-20,0.548,3656.49,False,False,January
ELEC001106,2024-01-21,weekend,Hostel Block 1,20-22,0.343,3656.83,False,False,January
ELEC001107,2024-01-21,weekend,Hostel Block 1,22-00,0.153,3656.98,False,False,January
ELEC001108,2024-01-21,weekend,Hostel Block 2,06-08,0.171,3400.73,False,False,January
ELEC001109,2024-01-21,weekend,Hostel Block 2,08-10,0.51,3401.24,False,False,January
ELEC001110,2024-01-21,weekend,Hostel Block 2,10-12,0.629,3401.87,False,False,January
ELEC001111,2024-01-21,weekend,Hostel Block 2,12-14,0.663,3402.53,False,False,January
ELEC001112,2024-01-21,weekend,Hostel Block 2,14-16,0.682,3403.21,False,False,January
ELEC001113,2024-01-21,weekend,Hostel Block 2,16-18,0.491,3403.7,False,False,January
ELEC001114,2024-01-21,weekend,Hostel Block 2,18-20,0.418,3404.12,False,False,January
ELEC001115,2024-01-21,weekend,Hostel Block 2,20-22,1.3956962885846735,3405.52,False,True,January
ELEC001116,2024-01-21,weekend,Hostel Block 2,22-00,0.5482125896928883,3406.07,False,True,January
ELEC001117,2024-01-21,weekend,Library,06-08,0.229,1690.26,False,False,January
ELEC001118,2024-01-21,weekend,Library,08-10,0.645,1690.9,False,False,January
ELEC001119,2024-01-21,weekend,Library,10-12,0.978,1691.88,False,False,January
ELEC001120,2024-01-21,weekend,Library,12-14,0.793,1692.67,False,False,January
ELEC001121,2024-01-21,weekend,Library,14-16,0.859,1693.53,False,False,January
ELEC001122,2024-01-21,weekend,Library,16-18,0.712,1694.24,False,False,January
ELEC001123,2024-01-21,weekend,Library,18-20,0.652,1694.89,False,False,January
ELEC001124,2024-01-21,weekend,Library,20-22,0.445,1695.34,False,False,January
ELEC001125,2024-01-21,weekend,Library,22-00,0.227,1695.57,False,False,January
ELEC001126,2024-01-21,weekend,Labs Complex,06-08,0.234,4485.29,False,False,January
ELEC001127,2024-01-21,weekend,Labs Complex,08-10,0.812,4486.1,False,False,January
ELEC001128,2024-01-21,weekend,Labs Complex,10-12,0.842,4486.94,False,False,January
ELEC001129,2024-01-21,weekend,Labs Complex,12-14,0.826,4487.77,False,False,January
ELEC001130,2024-01-21,weekend,Labs Complex,14-16,0.838,4488.61,False,False,January
ELEC001131,2024-01-21,weekend,Labs Complex,16-18,0.724,4489.33,False,False,January
ELEC001132,2024-01-21,weekend,Labs Complex,18-20,0.515,4489.85,False,False,January
ELEC001133,2024-01-21,weekend,Labs Complex,20-22,0.548,4490.4,False,False,January
ELEC001134,2024-01-21,weekend,Labs Complex,22-00,0.207,4490.61,False,False,January
ELEC001135,2024-01-22,weekday,Academic Block A,06-08,0.995,1698.91,False,False,January
ELEC001136,2024-01-22,weekday,Academic Block A,08-10,2.897,1701.81,False,False,January
ELEC001137,2024-01-22,weekday,Academic Block A,10-12,3.009,1704.82,False,False,January
ELEC001138,2024-01-22,weekday,Academic Block A,12-14,3.201,1708.02,False,False,January
ELEC001139,2024-01-22,weekday,Academic Block A,14-16,3.291,1711.31,False,False,January
ELEC001140,2024-01-22,weekday,Academic Block A,16-18,2.908,1714.22,False,False,January
ELEC001141,2024-01-22,weekday,Academic Block A,18-20,2.479,1716.7,False,False,January
ELEC001142,2024-01-22,weekday,Academic Block A,20-22,1.985,1718.68,False,False,January
ELEC001143,2024-01-22,weekday,Academic Block A,22-00,0.712,1719.39,False,False,January
ELEC001144,2024-01-22,weekday,Academic Block B,06-08,0.774,5191.22,False,False,January
ELEC001145,2024-01-22,weekday,Academic Block B,08-10,2.72,5193.94,False,False,January
ELEC001146,2024-01-22,weekday,Academic Block B,10-12,3.32,5197.26,False,False,January
ELEC001147,2024-01-22,weekday,Academic Block B,12-14,3.049,5200.31,False,False,January
ELEC001148,2024-01-22,weekday,Academic Block B,14-16,2.69,5203.0,False,False,January
ELEC001149,2024-01-22,weekday,Academic Block B,16-18,2.762,5205.76,False,False,January
ELEC001150,2024-01-22,weekday,Academic Block B,18-20,2.208,5207.97,False,False,January
ELEC001151,2024-01-22,weekday,Academic Block B,20-22,1.842,5209.81,False,False,January
ELEC001152,2024-01-22,weekday,Academic Block B,22-00,0.666,5210.48,False,False,January
ELEC001153,2024-01-22,weekday,Hostel Block 1,06-08,0.431,3657.41,False,False,January
ELEC001154,2024-01-22,weekday,Hostel Block 1,08-10,1.53,3658.94,False,False,January
ELEC001155,2024-01-22,weekday,Hostel Block 1,10-12,1.767,3660.71,False,False,January
ELEC001156,2024-01-22,weekday,Hostel Block 1,12-14,1.295,3662.01,False,False,January
ELEC001157,2024-01-22,weekday,Hostel Block 1,14-16,1.625,3663.64,False,False,January
ELEC001158,2024-01-22,weekday,Hostel Block 1,16-18,1.518,3665.16,False,False,January
ELEC001159,2024-01-22,weekday,Hostel Block 1,18-20,1.257,3666.42,False,False,January
ELEC001160,2024-01-22,weekday,Hostel Block 1,20-22,1.018,3667.44,False,False,January
ELEC001161,2024-01-22,weekday,Hostel Block 1,22-00,0.346,3667.79,False,False,January
ELEC001162,2024-01-22,weekday,Hostel Block 2,06-08,0.48,3406.55,False,False,January
ELEC001163,2024-01-22,weekday,Hostel Block 2,08-10,1.293,3407.84,False,False,January
ELEC001164,2024-01-22,weekday,Hostel Block 2,10-12,2.002,3409.84,False,False,January
ELEC001165,2024-01-22,weekday,Hostel Block 2,12-14,1.509,3411.35,False,False,January
ELEC001166,2024-01-22,weekday,Hostel Block 2,14-16,1.572,3412.92,False,False,January
ELEC001167,2024-01-22,weekday,Hostel Block 2,16-18,1.28,3414.2,False,False,January
ELEC001168,2024-01-22,weekday,Hostel Block 2,18-20,1.32,,False,False,January
ELEC001169,2024-01-22,weekday,Hostel Block 2,20-22,0.984,3416.5,False,False,January
ELEC001170,2024-01-22,weekday,Hostel Block 2,22-00,0.423,3416.92,False,False,January
ELEC001171,2024-01-22,weekday,Library,06-08,0.556,1696.13,False,False,January
ELEC001172,2024-01-22,weekday,Library,08-10,1.985,1698.12,False,False,January
ELEC001173,2024-01-22,weekday,Library,10-12,2.332,1700.45,False,False,January
ELEC001174,2024-01-22,weekday,Library,12-14,2.064,1702.51,False,False,January
ELEC001175,2024-01-22,weekday,Library,14-16,1.835,1704.35,False,False,January
ELEC001176,2024-01-22,weekday,Library,16-18,1.752,1706.1,False,False,January
ELEC001177,2024-01-22,weekday,Library,18-20,1.31,1707.41,False,False,January
ELEC001178,2024-01-22,weekday,Library,20-22,1.076,1708.49,False,False,January
ELEC001179,2024-01-22,weekday,Library,22-00,0.566,1709.06,False,False,January
ELEC001180,2024-01-22,weekday,Labs Complex,06-08,0.681,4491.29,False,False,January
ELEC001181,2024-01-22,weekday,Labs Complex,08-10,1.785,4493.07,False,False,January
ELEC001182,2024-01-22,weekday,Labs Complex,10-12,2.099,4495.17,False,False,January
ELEC001183,2024-01-22,weekday,Labs Complex,12-14,1.963,4497.13,False,False,January
ELEC001184,2024-01-22,weekday,Labs Complex,14-16,2.228,4499.36,False,False,January
ELEC001185,2024-01-22,weekday,Labs Complex,16-18,1.766,4501.13,False,False,January
ELEC001186,2024-01-22,weekday,Labs Complex,18-20,1.277,4502.41,False,False,January
ELEC001187,2024-01-22,weekday,Labs Complex,20-22,1.197,4503.61,False,False,January
ELEC001188,2024-01-22,weekday,Labs Complex,22-00,0.561,4504.17,False,False,January
ELEC001189,2024-01-23,weekday,Academic Block A,06-08,0.915,1720.31,False,False,January
ELEC001190,2024-01-23,weekday,Academic Block A,08-10,2.747,1723.06,False,False,January
ELEC001191,2024-01-23,weekday,Academic Block A,10-12,3.13,1726.19,False,False,January
ELEC001192,2024-01-23,weekday,Academic Block A,12-14,2.821,1729.01,False,False,January
ELEC001193,2024-01-23,weekday,Academic Block A,14-16,3.384,1732.39,False,False,January
ELEC001194,2024-01-23,weekday,Academic Block A,16-18,2.271,1734.66,False,False,January
ELEC001195,2024-01-23,weekday,Academic Block A,18-20,2.341,1737.0,False,False,January
ELEC001196,2024-01-23,weekday,Academic Block A,20-22,1.993,1738.99,False,False,January
ELEC001197,2024-01-23,weekday,Academic Block A,22-00,0.699,1739.69,False,False,January
ELEC001198,2024-01-23,weekday,Academic Block B,06-08,0.941,5211.42,False,False,January
ELEC001199,2024-01-23,weekday,Academic Block B,08-10,2.472,5213.89,False,False,January
ELEC001200,2024-01-23,weekday,Academic Block B,10-12,3.108,5217.0,False,False,January
ELEC001201,2024-01-23,weekday,Academic Block B,12-14,2.785,5219.78,False,False,January
ELEC001202,2024-01-23,weekday,Academic Block B,14-16,3.071,5222.85,False,False,January
ELEC001203,2024-01-23,weekday,Academic Block B,16-18,2.712,5225.56,False,False,January
ELEC001204,2024-01-23,weekday,Academic Block B,18-20,2.31,5227.87,False,False,January
ELEC001205,2024-01-23,weekday,Academic Block B,20-22,1.8,5229.67,False,False,January
ELEC001206,2024-01-23,weekday,Academic Block B,22-00,0.72,5230.39,False,False,January
ELEC001207,2024-01-23,weekday,Hostel Block 1,06-08,0.511,3668.3,False,False,January
ELEC001208,2024-01-23,weekday,Hostel Block 1,08-10,1.362,3669.66,False,False,January
ELEC001209,2024-01-23,weekday,Hostel Block 1,10-12,1.875,3671.53,False,False,January
ELEC001210,2024-01-23,weekday,Hostel Block 1,12-14,1.385,3672.92,False,False,January
ELEC001211,2024-01-23,weekday,Hostel Block 1,14-16,1.764,3674.68,False,False,January
ELEC001212,2024-01-23,weekday,Hostel Block 1,16-18,1.451,3676.13,False,False,January
ELEC001213,2024-01-23,weekday,Hostel Block 1,18-20,1.221,3677.35,False,False,January
ELEC001214,2024-01-23,weekday,Hostel Block 1,20-22,1.07,3678.42,False,False,January
ELEC001215,2024-01-23,weekday,Hostel Block 1,22-00,0.38,3678.8,False,False,January
ELEC001216,2024-01-23,weekday,Hostel Block 2,06-08,0.465,3417.39,False,False,January
ELEC001217,2024-01-23,weekday,Hostel Block 2,08-10,1.331,3418.72,False,False,January
ELEC001218,2024-01-23,weekday,Hostel Block 2,10-12,1.801,3420.52,False,False,January
ELEC001219,2024-01-23,weekday,Hostel Block 2,12-14,1.41,3421.93,False,False,January
ELEC001220,2024-01-23,weekday,Hostel Block 2,14-16,1.669,3423.6,False,False,January
ELEC001221,2024-01-23,weekday,Hostel Block 2,16-18,1.266,3424.87,False,False,January
ELEC001222,2024-01-23,weekday,Hostel Block 2,18-20,1.306,3426.18,False,False,January
ELEC001223,2024-01-23,weekday,Hostel Block 2,20-22,0.846,3427.03,False,False,January
ELEC001224,2024-01-23,weekday,Hostel Block 2,22-00,0.391,3427.42,False,False,January
ELEC001225,2024-01-23,weekday,Library,06-08,0.568,1709.63,False,False,January
ELEC001226,2024-01-23,weekday,Library,08-10,2.037,1711.67,False,False,January
ELEC001227,2024-01-23,weekday,Library,10-12,2.113,1713.78,False,False,January
ELEC001228,2024-01-23,weekday,Library,12-14,2.178,1715.96,False,False,January
ELEC001229,2024-01-23,weekday,Library,14-16,2.047,1718.01,False,False,January
ELEC001230,2024-01-23,weekday,Library,16-18,1.632,1719.64,False,False,January
ELEC001231,2024-01-23,weekday,Library,18-20,1.285,1720.93,False,False,January
ELEC001232,2024-01-23,weekday,Library,20-22,1.126,1722.06,False,False,January
ELEC001233,2024-01-23,weekday,Library,22-00,0.53,1722.59,False,False,January
ELEC001234,2024-01-23,weekday,Labs Complex,06-08,0.628,4504.8,False,False,January
ELEC001235,2024-01-23,weekday,Labs Complex,08-10,2.036,4506.84,False,False,January
ELEC001236,2024-01-23,weekday,Labs Complex,10-12,1.977,4508.82,False,False,January
ELEC001237,2024-01-23,weekday,Labs Complex,12-14,2.045,4510.86,False,False,January
ELEC001238,2024-01-23,weekday,Labs Complex,14-16,1.973,4512.83,False,False,January
ELEC001239,2024-01-23,weekday,Labs Complex,16-18,1.92,4514.75,False,False,January
ELEC001240,2024-01-23,weekday,Labs Complex,18-20,1.534,4516.28,False,False,January
ELEC001241,2024-01-23,weekday,Labs Complex,20-22,1.242,,False,False,January
ELEC001242,2024-01-23,weekday,Labs Complex,22-00,0.523,4518.05,False,False,January
ELEC001243,2024-01-24,weekday,Academic Block A,06-08,0.847,1740.54,False,False,January
ELEC001244,2024-01-24,weekday,Academic Block A,08-10,2.427,1742.97,False,False,January
ELEC001245,2024-01-24,weekday,Academic Block A,10-12,2.965,1745.93,False,False,January
ELEC001246,2024-01-24,weekday,Academic Block A,12-14,2.876,1748.81,False,False,January
ELEC001247,2024-01-24,weekday,Academic Block A,14-16,2.993,1751.8,False,False,January
ELEC001248,2024-01-24,weekday,Academic Block A,16-18,2.644,1754.44,False,False,January
ELEC001249,2024-01-24,weekday,Academic Block A,18-20,1.947,1756.39,False,False,January
ELEC001250,2024-01-24,weekday,Academic Block A,20-22,1.804,1758.19,False,False,January
ELEC001251,2024-01-24,weekday,Academic Block A,22-00,0.672,1758.86,False,False,January
ELEC001252,2024-01-24,weekday,Academic Block B,06-08,0.825,5231.22,False,False,January
ELEC001253,2024-01-24,weekday,Academic Block B,08-10,2.928,5234.15,False,False,January
ELEC001254,2024-01-24,weekday,Academic Block B,10-12,3.345,5237.49,False,False,January
ELEC001255,2024-01-24,weekday,Academic Block B,12-14,3.182,5240.67,False,False,January
ELEC001256,2024-01-24,weekday,Academic Block B,14-16,3.168,5243.84,False,False,January
ELEC001257,2024-01-24,weekday,Academic Block B,16-18,2.765,5246.61,False,False,January
ELEC001258,2024-01-24,weekday,Academic Block B,18-20,2.465,5249.07,False,False,January
ELEC001259,2024-01-24,weekday,Academic Block B,20-22,1.832,5250.9,False,False,January
ELEC001260,2024-01-24,weekday,Academic Block B,22-00,0.743,5251.64,False,False,January
ELEC001261,2024-01-24,weekday,Hostel Block 1,06-08,0.448,3679.25,False,False,January
ELEC001262,2024-01-24,weekday,Hostel Block 1,08-10,1.597,3680.85,False,False,January
ELEC001263,2024-01-24,weekday,Hostel Block 1,10-12,1.795,3682.64,False,False,January
ELEC001264,2024-01-24,weekday,Hostel Block 1,12-14,1.742,3684.38,False,False,January
ELEC001265,2024-01-24,weekday,Hostel Block 1,14-16,1.833,3686.21,False,False,January
ELEC001266,2024-01-24,weekday,Hostel Block 1,16-18,1.235,3687.45,False,False,January
ELEC001267,2024-01-24,weekday,Hostel Block 1,18-20,1.024,3688.47,False,False,January
ELEC001268,2024-01-24,weekday,Hostel Block 1,20-22,0.961,3689.43,False,False,January
ELEC001269,2024-01-24,weekday,Hostel Block 1,22-00,0.41,3689.84,False,False,January
ELEC001270,2024-01-24,weekday,Hostel Block 2,06-08,0.516,3427.94,False,False,January
ELEC001271,2024-01-24,weekday,Hostel Block 2,08-10,1.556,3429.5,False,False,January
ELEC001272,2024-01-24,weekday,Hostel Block 2,10-12,1.689,3431.19,False,False,January
ELEC001273,2024-01-24,weekday,Hostel Block 2,12-14,1.456,3432.65,False,False,January
ELEC001274,2024-01-24,weekday,Hostel Block 2,14-16,1.632,3434.28,False,False,January
ELEC001275,2024-01-24,weekday,Hostel Block 2,16-18,1.305,3435.59,False,False,January
ELEC001276,2024-01-24,weekday,Hostel Block 2,18-20,1.112,3436.7,False,False,January
ELEC001277,2024-01-24,weekday,Hostel Block 2,20-22,0.877,3437.58,False,False,January
ELEC001278,2024-01-24,weekday,Hostel Block 2,22-00,0.41,3437.99,False,False,January
ELEC001279,2024-01-24,weekday,Library,06-08,0.602,1723.19,False,False,January
ELEC001280,2024-01-24,weekday,Library,08-10,1.845,1725.04,False,False,January
ELEC001281,2024-01-24,weekday,Library,10-12,2.502,1727.54,False,False,January
ELEC001282,2024-01-24,weekday,Library,12-14,7.298290621523978,1734.84,False,True,January
ELEC001283,2024-01-24,weekday,Library,14-16,2.021,1736.86,False,False,January
ELEC001284,2024-01-24,weekday,Library,16-18,1.459,1738.32,False,False,January
ELEC001285,2024-01-24,weekday,Library,18-20,1.71,1740.03,False,False,January
ELEC001286,2024-01-24,weekday,Library,20-22,1.14,1741.17,False,False,January
ELEC001287,2024-01-24,weekday,Library,22-00,0.497,1741.67,False,False,January
ELEC001288,2024-01-24,weekday,Labs Complex,06-08,0.522,4518.57,False,False,January
ELEC001289,2024-01-24,weekday,Labs Complex,08-10,1.71,4520.28,False,False,January
ELEC001290,2024-01-24,weekday,Labs Complex,10-12,2.126,4522.41,False,False,January
ELEC001291,2024-01-24,weekday,Labs Complex,12-14,1.902,4524.31,False,False,January
ELEC001292,2024-01-24,weekday,Labs Complex,14-16,2.038,4526.35,False,False,January
ELEC001293,2024-01-24,weekday,Labs Complex,16-18,1.914,4528.26,False,False,January
ELEC001294,2024-01-24,weekday,Labs Complex,18-20,1.32,4529.58,False,False,January
ELEC001295,2024-01-24,weekday,Labs Complex,20-22,1.134,4530.71,False,False,January
ELEC001296,2024-01-24,weekday,Labs Complex,22-00,0.548,4531.26,False,False,January
ELEC001297,2024-01-25,weekday,Academic Block A,06-08,0.855,1759.71,False,False,January
ELEC001298,2024-01-25,weekday,Academic Block A,08-10,2.9,1762.61,False,False,January
ELEC001299,2024-01-25,weekday,Academic Block A,10-12,3.195,1765.8,False,False,January
ELEC001300,2024-01-25,weekday,Academic Block A,12-14,3.146,1768.95,False,False,January
ELEC001301,2024-01-25,weekday,Academic Block A,14-16,2.902,1771.85,False,False,January
ELEC001302,2024-01-25,weekday,Academic Block A,16-18,2.589,1774.44,False,False,January
ELEC001303,2024-01-25,weekday,Academic Block A,18-20,2.0,1776.44,False,False,January
ELEC001304,2024-01-25,weekday,Academic Block A,20-22,1.898,1778.34,False,False,January
ELEC001305,2024-01-25,weekday,Academic Block A,22-00,0.795,1779.13,False,False,January
ELEC001306,2024-01-25,weekday,Academic Block B,06-08,0.77,5252.41,False,False,January
ELEC001307,2024-01-25,weekday,Academic Block B,08-10,2.893,5255.3,False,False,January
ELEC001308,2024-01-25,weekday,Academic Block B,10-12,3.127,5258.43,False,False,January
ELEC001309,2024-01-25,weekday,Academic Block B,12-14,2.45,5260.88,False,False,January
ELEC001310,2024-01-25,weekday,Academic Block B,14-16,10.03842591157073,5270.92,False,True,January
ELEC001311,2024-01-25,weekday,Academic Block B,16-18,2.338,5273.26,False,False,January
ELEC001312,2024-01-25,weekday,Academic Block B,18-20,2.022,5275.28,False,False,January
ELEC001313,2024-01-25,weekday,Academic Block B,20-22,1.815,5277.09,False,False,January
ELEC001314,2024-01-25,weekday,Academic Block B,22-00,0.821,5277.91,False,False,January
ELEC001315,2024-01-25,weekday,Hostel Block 1,06-08,0.499,3690.34,False,False,January
ELEC001316,2024-01-25,weekday,Hostel Block 1,08-10,1.344,3691.68,False,False,January
ELEC001317,2024-01-25,weekday,Hostel Block 1,10-12,2.019,3693.7,False,False,January
ELEC001318,2024-01-25,weekday,Hostel Block 1,12-14,1.519,3695.22,False,False,January
ELEC001319,2024-01-25,weekday,Hostel Block 1,14-16,1.564,3696.78,False,False,January
ELEC001320,2024-01-25,weekday,Hostel Block 1,16-18,1.391,3698.17,False,False,January
ELEC001321,2024-01-25,weekday,Hostel Block 1,18-20,1.167,3699.34,False,False,January
ELEC001322,2024-01-25,weekday,Hostel Block 1,20-22,0.885,3700.23,False,False,January
ELEC001323,2024-01-25,weekday,Hostel Block 1,22-00,0.346,3700.58,False,False,January
ELEC001324,2024-01-25,weekday,Hostel Block 2,06-08,0.523,3438.51,False,False,January
ELEC001325,2024-01-25,weekday,Hostel Block 2,08-10,1.56,3440.07,False,False,January
