student_id,date,day_of_week,subject,department,status,entry_time,exit_time,is_exam_week
STU0112,2024-01-17,Wednesday,EMT,ECE,Absent,,,False
STU0112,2024-01-18,Thursday,Signals,ECE,Present,09:13,18:02,False
STU0112,2024-01-18,Thursday,VLSI,ECE,Present,08:14,17:29,False
STU0112,2024-01-18,Thursday,Comm,ECE,Present,08:14,18:39,False
STU0112,2024-01-18,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-01-18,Thursday,EMT,ECE,Absent,,,False
STU0112,2024-01-19,Friday,Signals,ECE,Present,08:20,18:38,False
STU0112,2024-01-19,Friday,VLSI,ECE,Present,08:13,18:32,False
STU0112,2024-01-19,Friday,Comm,ECE,Present,09:00,16:12,False
STU0112,2024-01-19,Friday,Microprocessors,ECE,Present,09:13,16:07,False
STU0112,2024-01-19,Friday,EMT,ECE,Present,09:19,17:26,False
STU0112,2024-01-20,Saturday,Signals,ECE,Absent,,,False
STU0112,2024-01-20,Saturday,VLSI,ECE,Absent,,,False
STU0112,2024-01-20,Saturday,Comm,ECE,Present,09:18,16:10,False
STU0112,2024-01-20,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-01-20,Saturday,EMT,ECE,Present,09:07,18:05,False
STU0112,2024-01-22,Monday,Signals,ECE,Present,09:20,17:18,False
STU0112,2024-01-22,Monday,VLSI,ECE,Absent,,,False
STU0112,2024-01-22,Monday,Comm,ECE,Present,,17:29,False
STU0112,2024-01-22,Monday,Microprocessors,ECE,Present,08:08,17:23,False
STU0112,2024-01-22,Monday,EMT,ECE,Present,08:16,17:50,False
STU0112,2024-01-23,Tuesday,Signals,ECE,Absent,,,False
STU0112,2024-01-23,Tuesday,VLSI,ECE,Absent,,,False
STU0112,2024-01-23,Tuesday,Comm,ECE,Present,09:08,18:11,False
STU0112,2024-01-23,Tuesday,Microprocessors,ECE,Present,08:01,17:36,False
STU0112,2024-01-23,Tuesday,EMT,ECE,Absent,,,False
STU0112,2024-01-24,Wednesday,Signals,ECE,Present,08:17,17:07,False
STU0112,2024-01-24,Wednesday,VLSI,ECE,Present,09:16,17:43,False
STU0112,2024-01-24,Wednesday,Comm,ECE,Present,09:15,16:20,False
STU0112,2024-01-24,Wednesday,Microprocessors,ECE,Absent,,,False
STU0112,2024-01-24,Wednesday,EMT,ECE,Absent,,,False
STU0112,2024-01-25,Thursday,Signals,ECE,Present,08:17,16:48,False
STU0112,2024-01-25,Thursday,VLSI,ECE,Absent,,,False
STU0112,2024-01-25,Thursday,Comm,ECE,Present,09:14,16:16,False
STU0112,2024-01-25,Thursday,Microprocessors,ECE,Present,09:18,16:09,False
STU0112,2024-01-25,Thursday,EMT,ECE,Absent,,,False
STU0112,2024-01-26,Friday,Signals,ECE,Present,09:04,17:39,False
STU0112,2024-01-26,Friday,VLSI,ECE,Absent,,,False
STU0112,2024-01-26,Friday,Comm,ECE,Present,08:04,18:34,False
STU0112,2024-01-26,Friday,Microprocessors,ECE,Present,08:00,17:04,False
STU0112,2024-01-26,Friday,EMT,ECE,Absent,,,False
STU0112,2024-01-27,Saturday,Signals,ECE,Present,08:11,16:04,False
STU0112,2024-01-27,Saturday,VLSI,ECE,Present,09:11,17:16,False
STU0112,2024-01-27,Saturday,Comm,ECE,Present,09:11,17:31,False
STU0112,2024-01-27,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-01-27,Saturday,EMT,ECE,Present,08:04,18:13,False
STU0112,2024-01-29,Monday,Signals,ECE,Present,09:11,17:49,False
STU0112,2024-01-29,Monday,VLSI,ECE,Absent,,,False
STU0112,2024-01-29,Monday,Comm,ECE,Present,09:03,18:01,False
STU0112,2024-01-29,Monday,Microprocessors,ECE,Absent,,,False
STU0112,2024-01-29,Monday,EMT,ECE,Present,08:04,18:03,False
STU0112,2024-01-30,Tuesday,Signals,ECE,Absent,,,False
STU0112,2024-01-30,Tuesday,VLSI,ECE,Absent,,,False
STU0112,2024-01-30,Tuesday,Comm,ECE,Present,09:18,16:34,False
STU0112,2024-01-30,Tuesday,Microprocessors,ECE,Absent,,,False
STU0112,2024-01-30,Tuesday,EMT,ECE,Absent,,,False
STU0112,2024-01-31,Wednesday,Signals,ECE,Absent,,,False
STU0112,2024-01-31,Wednesday,VLSI,ECE,Present,08:00,16:29,False
STU0112,2024-01-31,Wednesday,Comm,ECE,Present,,18:58,False
STU0112,2024-01-31,Wednesday,Microprocessors,ECE,Present,08:12,18:45,False
STU0112,2024-01-31,Wednesday,EMT,ECE,Present,08:03,17:03,False
STU0112,2024-02-01,Thursday,Signals,ECE,Absent,,,False
STU0112,2024-02-01,Thursday,VLSI,ECE,Absent,,,False
STU0112,2024-02-01,Thursday,Comm,ECE,Absent,,,False
STU0112,2024-02-01,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-01,Thursday,EMT,ECE,Late,09:46,16:02,False
STU0112,2024-02-02,Friday,Signals,ECE,Present,09:05,16:52,False
STU0112,2024-02-02,Friday,VLSI,ECE,Absent,,,False
STU0112,2024-02-02,Friday,Comm,ECE,Absent,,,False
STU0112,2024-02-02,Friday,Microprocessors,ECE,Present,08:03,16:50,False
STU0112,2024-02-02,Friday,EMT,ECE,Late,09:48,17:19,False
STU0112,2024-02-03,Saturday,Signals,ECE,Absent,,,False
STU0112,2024-02-03,Saturday,VLSI,ECE,Absent,,,False
STU0112,2024-02-03,Saturday,Comm,ECE,Present,08:17,17:28,False
STU0112,2024-02-03,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-03,Saturday,EMT,ECE,Absent,,,False
STU0112,2024-02-05,Monday,Signals,ECE,Present,09:14,18:43,False
STU0112,2024-02-05,Monday,VLSI,ECE,Present,09:11,17:54,False
STU0112,2024-02-05,Monday,Comm,ECE,Present,09:01,18:30,False
STU0112,2024-02-05,Monday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-05,Monday,EMT,ECE,Absent,,,False
STU0112,2024-02-06,Tuesday,Signals,ECE,Present,09:03,17:47,False
STU0112,2024-02-06,Tuesday,VLSI,ECE,Absent,,,False
STU0112,2024-02-06,Tuesday,Comm,ECE,Present,08:20,16:02,False
STU0112,2024-02-06,Tuesday,Microprocessors,ECE,Present,09:09,17:20,False
STU0112,2024-02-06,Tuesday,EMT,ECE,Present,08:09,16:23,False
STU0112,2024-02-07,Wednesday,Signals,ECE,Absent,,,False
STU0112,2024-02-07,Wednesday,VLSI,ECE,Absent,,,False
STU0112,2024-02-07,Wednesday,Comm,ECE,Present,09:09,18:07,False
STU0112,2024-02-07,Wednesday,Microprocessors,ECE,Present,08:19,16:19,False
STU0112,2024-02-07,Wednesday,EMT,ECE,Absent,,,False
STU0112,2024-02-08,Thursday,Signals,ECE,Present,08:19,16:47,False
STU0112,2024-02-08,Thursday,VLSI,ECE,Present,08:00,16:08,False
STU0112,2024-02-08,Thursday,Comm,ECE,Present,09:12,18:17,False
STU0112,2024-02-08,Thursday,Microprocessors,ECE,Present,09:03,18:14,False
STU0112,2024-02-08,Thursday,EMT,ECE,Present,08:12,18:44,False
STU0112,2024-02-09,Friday,Signals,ECE,Present,09:20,17:23,False
STU0112,2024-02-09,Friday,VLSI,ECE,Present,08:07,17:34,False
STU0112,2024-02-09,Friday,Comm,ECE,Absent,,,False
STU0112,2024-02-09,Friday,Microprocessors,ECE,Present,08:13,16:00,False
STU0112,2024-02-09,Friday,EMT,ECE,Absent,,,False
STU0112,2024-02-10,Saturday,Signals,ECE,Present,08:09,16:51,False
STU0112,2024-02-10,Saturday,VLSI,ECE,Present,09:19,16:15,False
STU0112,2024-02-10,Saturday,Comm,ECE,Present,08:14,17:24,False
STU0112,2024-02-10,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-10,Saturday,EMT,ECE,Absent,,,False
STU0112,2024-02-12,Monday,Signals,ECE,Absent,,,False
STU0112,2024-02-12,Monday,VLSI,ECE,Absent,,,False
STU0112,2024-02-12,Monday,Comm,ECE,Absent,,,False
STU0112,2024-02-12,Monday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-12,Monday,EMT,ECE,Present,08:16,16:38,False
STU0112,2024-02-13,Tuesday,Signals,ECE,Present,09:12,18:37,False
STU0112,2024-02-13,Tuesday,VLSI,ECE,Present,09:10,18:44,False
STU0112,2024-02-13,Tuesday,Comm,ECE,Absent,,,False
STU0112,2024-02-13,Tuesday,Microprocessors,ECE,Present,09:10,18:14,False
STU0112,2024-02-13,Tuesday,EMT,ECE,Absent,,,False
STU0112,2024-02-14,Wednesday,Signals,ECE,Present,08:13,18:46,False
STU0112,2024-02-14,Wednesday,VLSI,ECE,Present,08:11,17:21,False
STU0112,2024-02-14,Wednesday,Comm,ECE,Present,08:05,18:23,False
STU0112,2024-02-14,Wednesday,Microprocessors,ECE,Present,08:16,18:20,False
STU0112,2024-02-14,Wednesday,EMT,ECE,Present,08:15,16:53,False
STU0112,2024-02-15,Thursday,Signals,ECE,Present,09:18,17:38,False
STU0112,2024-02-15,Thursday,VLSI,ECE,Present,09:07,16:04,False
STU0112,2024-02-15,Thursday,Comm,ECE,Absent,,,False
STU0112,2024-02-15,Thursday,Microprocessors,ECE,Present,09:17,18:39,False
STU0112,2024-02-15,Thursday,EMT,ECE,Present,09:08,16:37,False
STU0112,2024-02-16,Friday,Signals,ECE,Present,08:17,16:11,False
STU0112,2024-02-16,Friday,VLSI,ECE,Absent,,,False
STU0112,2024-02-16,Friday,Comm,ECE,Present,08:20,17:33,False
STU0112,2024-02-16,Friday,Microprocessors,ECE,Late,09:55,17:35,False
STU0112,2024-02-16,Friday,EMT,ECE,Present,09:08,18:39,False
STU0112,2024-02-17,Saturday,Signals,ECE,Absent,,,False
STU0112,2024-02-17,Saturday,VLSI,ECE,Present,09:11,18:12,False
STU0112,2024-02-17,Saturday,Comm,ECE,Present,09:01,18:50,False
STU0112,2024-02-17,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-17,Saturday,EMT,ECE,Late,09:45,16:03,False
STU0112,2024-02-19,Monday,Signals,ECE,Absent,,,True
STU0112,2024-02-19,Monday,VLSI,ECE,Absent,,,True
STU0112,2024-02-19,Monday,Comm,ECE,Present,09:03,16:51,True
STU0112,2024-02-19,Monday,Microprocessors,ECE,Absent,,,True
STU0112,2024-02-19,Monday,EMT,ECE,Present,09:04,17:08,True
STU0112,2024-02-20,Tuesday,Signals,ECE,Present,08:20,16:36,True
STU0112,2024-02-20,Tuesday,VLSI,ECE,Present,09:18,16:54,True
STU0112,2024-02-20,Tuesday,Comm,ECE,Present,08:19,17:17,True
STU0112,2024-02-20,Tuesday,Microprocessors,ECE,Absent,,,True
STU0112,2024-02-20,Tuesday,EMT,ECE,Present,08:11,18:55,True
STU0112,2024-02-21,Wednesday,Signals,ECE,Present,08:07,17:58,True
STU0112,2024-02-21,Wednesday,VLSI,ECE,Present,09:04,16:21,True
STU0112,2024-02-21,Wednesday,Comm,ECE,Present,09:01,18:50,True
STU0112,2024-02-21,Wednesday,Microprocessors,ECE,Present,08:05,16:58,True
STU0112,2024-02-21,Wednesday,EMT,ECE,Present,09:16,17:26,True
STU0112,2024-02-22,Thursday,Signals,ECE,Absent,,,True
STU0112,2024-02-22,Thursday,VLSI,ECE,Present,09:15,16:50,True
STU0112,2024-02-22,Thursday,Comm,ECE,Present,08:11,16:01,True
STU0112,2024-02-22,Thursday,Microprocessors,ECE,Absent,,,True
STU0112,2024-02-22,Thursday,EMT,ECE,Present,09:11,16:18,True
STU0112,2024-02-23,Friday,Signals,ECE,Present,08:08,17:23,True
STU0112,2024-02-23,Friday,VLSI,ECE,Present,,17:51,True
STU0112,2024-02-23,Friday,Comm,ECE,Present,09:18,17:21,True
STU0112,2024-02-23,Friday,Microprocessors,ECE,Absent,,,True
STU0112,2024-02-23,Friday,EMT,ECE,Absent,,,True
STU0112,2024-02-24,Saturday,Signals,ECE,Absent,,,True
STU0112,2024-02-24,Saturday,VLSI,ECE,Absent,,,True
STU0112,2024-02-24,Saturday,Comm,ECE,Absent,,,True
STU0112,2024-02-24,Saturday,Microprocessors,ECE,Present,08:20,18:12,True
STU0112,2024-02-24,Saturday,EMT,ECE,Absent,,,True
STU0112,2024-02-26,Monday,Signals,ECE,Absent,,,False
STU0112,2024-02-26,Monday,VLSI,ECE,Present,09:16,17:39,False
STU0112,2024-02-26,Monday,Comm,ECE,Absent,,,False
STU0112,2024-02-26,Monday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-26,Monday,EMT,ECE,Absent,,,False
STU0112,2024-02-27,Tuesday,Signals,ECE,Present,08:03,16:40,False
STU0112,2024-02-27,Tuesday,VLSI,ECE,Present,08:01,17:04,False
STU0112,2024-02-27,Tuesday,Comm,ECE,Present,09:05,17:28,False
STU0112,2024-02-27,Tuesday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-27,Tuesday,EMT,ECE,Absent,,,False
STU0112,2024-02-28,Wednesday,Signals,ECE,Absent,,,False
STU0112,2024-02-28,Wednesday,VLSI,ECE,Present,09:07,18:12,False
STU0112,2024-02-28,Wednesday,Comm,ECE,Present,08:02,17:46,False
STU0112,2024-02-28,Wednesday,Microprocessors,ECE,Present,09:14,16:15,False
STU0112,2024-02-28,Wednesday,EMT,ECE,Absent,,,False
STU0112,2024-02-29,Thursday,Signals,ECE,Absent,,,False
STU0112,2024-02-29,Thursday,VLSI,ECE,Present,08:15,17:35,False
STU0112,2024-02-29,Thursday,Comm,ECE,Present,,16:44,False
STU0112,2024-02-29,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-02-29,Thursday,EMT,ECE,Present,09:12,17:57,False
STU0112,2024-03-01,Friday,Signals,ECE,Absent,,,False
STU0112,2024-03-01,Friday,VLSI,ECE,Present,09:17,16:56,False
STU0112,2024-03-01,Friday,Comm,ECE,Present,08:20,16:14,False
STU0112,2024-03-01,Friday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-01,Friday,EMT,ECE,Absent,,,False
STU0112,2024-03-02,Saturday,Signals,ECE,Present,08:03,18:38,False
STU0112,2024-03-02,Saturday,VLSI,ECE,Absent,,,False
STU0112,2024-03-02,Saturday,Comm,ECE,Late,09:23,16:02,False
STU0112,2024-03-02,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-02,Saturday,EMT,ECE,Absent,,,False
STU0112,2024-03-04,Monday,Signals,ECE,Absent,,,False
STU0112,2024-03-04,Monday,VLSI,ECE,Present,08:17,18:03,False
STU0112,2024-03-04,Monday,Comm,ECE,Absent,,,False
STU0112,2024-03-04,Monday,Microprocessors,ECE,Present,09:17,16:38,False
STU0112,2024-03-04,Monday,EMT,ECE,Present,09:02,18:06,False
STU0112,2024-03-05,Tuesday,Signals,ECE,Absent,,,False
STU0112,2024-03-05,Tuesday,VLSI,ECE,Present,08:09,17:44,False
STU0112,2024-03-05,Tuesday,Comm,ECE,Absent,,,False
STU0112,2024-03-05,Tuesday,Microprocessors,ECE,Present,09:05,16:48,False
STU0112,2024-03-05,Tuesday,EMT,ECE,Absent,,,False
STU0112,2024-03-06,Wednesday,Signals,ECE,Absent,,,False
STU0112,2024-03-06,Wednesday,VLSI,ECE,Absent,,,False
STU0112,2024-03-06,Wednesday,Comm,ECE,Absent,,,False
STU0112,2024-03-06,Wednesday,Microprocessors,ECE,Present,08:18,17:51,False
STU0112,2024-03-06,Wednesday,EMT,ECE,Present,08:00,18:13,False
STU0112,2024-03-07,Thursday,Signals,ECE,Absent,,,False
STU0112,2024-03-07,Thursday,VLSI,ECE,Absent,,,False
STU0112,2024-03-07,Thursday,Comm,ECE,Present,09:13,16:11,False
STU0112,2024-03-07,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-07,Thursday,EMT,ECE,Present,09:08,16:11,False
STU0112,2024-03-08,Friday,Signals,ECE,Absent,,,False
STU0112,2024-03-08,Friday,VLSI,ECE,Present,09:09,16:55,False
STU0112,2024-03-08,Friday,Comm,ECE,Present,08:17,16:18,False
STU0112,2024-03-08,Friday,Microprocessors,ECE,Present,09:19,18:06,False
STU0112,2024-03-08,Friday,EMT,ECE,Present,08:05,16:47,False
STU0112,2024-03-09,Saturday,Signals,ECE,Present,08:02,16:51,False
STU0112,2024-03-09,Saturday,VLSI,ECE,Present,08:16,17:29,False
STU0112,2024-03-09,Saturday,Comm,ECE,Present,09:02,17:40,False
STU0112,2024-03-09,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-09,Saturday,EMT,ECE,Present,08:08,18:05,False
STU0112,2024-03-11,Monday,Signals,ECE,Present,08:19,17:45,False
STU0112,2024-03-11,Monday,VLSI,ECE,Absent,,,False
STU0112,2024-03-11,Monday,Comm,ECE,Absent,,,False
STU0112,2024-03-11,Monday,Microprocessors,ECE,Present,09:03,16:09,False
STU0112,2024-03-11,Monday,EMT,ECE,Absent,,,False
STU0112,2024-03-12,Tuesday,Signals,ECE,Late,09:55,16:30,False
STU0112,2024-03-12,Tuesday,VLSI,ECE,Absent,,,False
STU0112,2024-03-12,Tuesday,Comm,ECE,Absent,,,False
STU0112,2024-03-12,Tuesday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-12,Tuesday,EMT,ECE,Present,,17:56,False
STU0112,2024-03-13,Wednesday,Signals,ECE,Absent,,,False
STU0112,2024-03-13,Wednesday,VLSI,ECE,Absent,,,False
STU0112,2024-03-13,Wednesday,Comm,ECE,Present,08:04,17:26,False
STU0112,2024-03-13,Wednesday,Microprocessors,ECE,Present,08:01,17:45,False
STU0112,2024-03-13,Wednesday,EMT,ECE,Present,09:04,17:59,False
STU0112,2024-03-14,Thursday,Signals,ECE,Absent,,,False
STU0112,2024-03-14,Thursday,VLSI,ECE,Present,08:19,16:28,False
STU0112,2024-03-14,Thursday,Comm,ECE,Present,09:11,16:11,False
STU0112,2024-03-14,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-14,Thursday,EMT,ECE,Present,09:08,17:09,False
STU0112,2024-03-15,Friday,Signals,ECE,Absent,,,False
STU0112,2024-03-15,Friday,VLSI,ECE,Present,08:16,17:56,False
STU0112,2024-03-15,Friday,Comm,ECE,Present,08:16,16:22,False
STU0112,2024-03-15,Friday,Microprocessors,ECE,Present,08:14,17:02,False
STU0112,2024-03-15,Friday,EMT,ECE,Present,08:19,17:22,False
STU0112,2024-03-16,Saturday,Signals,ECE,Present,09:14,16:13,False
STU0112,2024-03-16,Saturday,VLSI,ECE,Absent,,,False
STU0112,2024-03-16,Saturday,Comm,ECE,Absent,,,False
STU0112,2024-03-16,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-16,Saturday,EMT,ECE,Absent,,,False
STU0112,2024-03-18,Monday,Signals,ECE,Present,09:01,17:02,False
STU0112,2024-03-18,Monday,VLSI,ECE,Present,08:00,18:52,False
STU0112,2024-03-18,Monday,Comm,ECE,Absent,,,False
STU0112,2024-03-18,Monday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-18,Monday,EMT,ECE,Present,08:19,17:57,False
STU0112,2024-03-19,Tuesday,Signals,ECE,Absent,,,False
STU0112,2024-03-19,Tuesday,VLSI,ECE,Absent,,,False
STU0112,2024-03-19,Tuesday,Comm,ECE,Absent,,,False
STU0112,2024-03-19,Tuesday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-19,Tuesday,EMT,ECE,Present,09:11,17:42,False
STU0112,2024-03-20,Wednesday,Signals,ECE,Absent,,,False
STU0112,2024-03-20,Wednesday,VLSI,ECE,Present,09:20,16:33,False
STU0112,2024-03-20,Wednesday,Comm,ECE,Absent,,,False
STU0112,2024-03-20,Wednesday,Microprocessors,ECE,Present,08:04,16:44,False
STU0112,2024-03-20,Wednesday,EMT,ECE,Present,09:19,18:53,False
STU0112,2024-03-21,Thursday,Signals,ECE,Present,08:18,18:06,False
STU0112,2024-03-21,Thursday,VLSI,ECE,Present,09:03,16:44,False
STU0112,2024-03-21,Thursday,Comm,ECE,Present,09:18,18:47,False
STU0112,2024-03-21,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-21,Thursday,EMT,ECE,Present,08:11,16:59,False
STU0112,2024-03-22,Friday,Signals,ECE,Present,09:13,18:54,False
STU0112,2024-03-22,Friday,VLSI,ECE,Present,08:13,16:04,False
STU0112,2024-03-22,Friday,Comm,ECE,Absent,,,False
STU0112,2024-03-22,Friday,Microprocessors,ECE,Present,08:04,17:05,False
STU0112,2024-03-22,Friday,EMT,ECE,Present,08:09,17:01,False
STU0112,2024-03-23,Saturday,Signals,ECE,Present,09:14,18:10,False
STU0112,2024-03-23,Saturday,VLSI,ECE,Absent,,,False
STU0112,2024-03-23,Saturday,Comm,ECE,Absent,,,False
STU0112,2024-03-23,Saturday,Microprocessors,ECE,Present,09:08,17:07,False
STU0112,2024-03-23,Saturday,EMT,ECE,Present,09:06,16:57,False
STU0112,2024-03-25,Monday,Signals,ECE,Absent,,,False
STU0112,2024-03-25,Monday,VLSI,ECE,Present,09:16,16:42,False
STU0112,2024-03-25,Monday,Comm,ECE,Absent,,,False
STU0112,2024-03-25,Monday,Microprocessors,ECE,Present,09:08,17:33,False
STU0112,2024-03-25,Monday,EMT,ECE,Present,08:20,17:39,False
STU0112,2024-03-26,Tuesday,Signals,ECE,Present,09:16,18:38,False
STU0112,2024-03-26,Tuesday,VLSI,ECE,Absent,,,False
STU0112,2024-03-26,Tuesday,Comm,ECE,Present,09:00,17:25,False
STU0112,2024-03-26,Tuesday,Microprocessors,ECE,Present,,18:37,False
STU0112,2024-03-26,Tuesday,EMT,ECE,Absent,,,False
STU0112,2024-03-27,Wednesday,Signals,ECE,Present,08:20,16:59,False
STU0112,2024-03-27,Wednesday,VLSI,ECE,Present,09:08,18:02,False
STU0112,2024-03-27,Wednesday,Comm,ECE,Present,09:20,18:18,False
STU0112,2024-03-27,Wednesday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-27,Wednesday,EMT,ECE,Absent,,,False
STU0112,2024-03-28,Thursday,Signals,ECE,Absent,,,False
STU0112,2024-03-28,Thursday,VLSI,ECE,Present,09:12,16:39,False
STU0112,2024-03-28,Thursday,Comm,ECE,Present,09:19,18:30,False
STU0112,2024-03-28,Thursday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-28,Thursday,EMT,ECE,Present,08:04,18:15,False
STU0112,2024-03-29,Friday,Signals,ECE,Present,09:05,16:13,False
STU0112,2024-03-29,Friday,VLSI,ECE,Absent,,,False
STU0112,2024-03-29,Friday,Comm,ECE,Present,08:04,18:10,False
STU0112,2024-03-29,Friday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-29,Friday,EMT,ECE,Present,08:09,18:22,False
STU0112,2024-03-30,Saturday,Signals,ECE,Absent,,,False
STU0112,2024-03-30,Saturday,VLSI,ECE,Present,08:20,17:19,False
STU0112,2024-03-30,Saturday,Comm,ECE,Present,08:00,17:55,False
STU0112,2024-03-30,Saturday,Microprocessors,ECE,Absent,,,False
STU0112,2024-03-30,Saturday,EMT,ECE,Late,09:24,16:30,False
STU0113,2024-01-01,Monday,Thermodynamics,ME,Present,08:07,17:43,False
STU0113,2024-01-01,Monday,FMM,ME,Present,08:02,17:58,False
STU0113,2024-01-01,Monday,Manufacturing,ME,Present,08:13,16:14,False
STU0113,2024-01-01,Monday,CAD,ME,Present,08:18,16:44,False
STU0113,2024-01-01,Monday,MOM,ME,Present,09:12,18:27,False
STU0113,2024-01-02,Tuesday,Thermodynamics,ME,Present,08:03,18:29,False
STU0113,2024-01-02,Tuesday,FMM,ME,Present,08:07,17:58,False
STU0113,2024-01-02,Tuesday,Manufacturing,ME,Present,08:09,17:48,False
STU0113,2024-01-02,Tuesday,CAD,ME,Present,09:10,17:46,False
STU0113,2024-01-02,Tuesday,MOM,ME,Absent,,,False
STU0113,2024-01-03,Wednesday,Thermodynamics,ME,Present,09:01,18:31,False
STU0113,2024-01-03,Wednesday,FMM,ME,Absent,,,False
STU0113,2024-01-03,Wednesday,Manufacturing,ME,Present,09:11,16:14,False
STU0113,2024-01-03,Wednesday,CAD,ME,Absent,,,False
STU0113,2024-01-03,Wednesday,MOM,ME,Present,08:03,17:45,False
STU0113,2024-01-04,Thursday,Thermodynamics,ME,Present,09:15,17:17,False
STU0113,2024-01-04,Thursday,FMM,ME,Present,08:05,16:41,False
STU0113,2024-01-04,Thursday,Manufacturing,ME,Present,09:15,17:45,False
STU0113,2024-01-04,Thursday,CAD,ME,Present,08:11,18:13,False
STU0113,2024-01-04,Thursday,MOM,ME,Present,08:02,16:29,False
STU0113,2024-01-05,Friday,Thermodynamics,ME,Absent,,,False
STU0113,2024-01-05,Friday,FMM,ME,Present,09:08,16:48,False
STU0113,2024-01-05,Friday,Manufacturing,ME,Present,08:18,17:17,False
STU0113,2024-01-05,Friday,CAD,ME,Present,09:20,16:05,False
STU0113,2024-01-05,Friday,MOM,ME,Present,09:06,18:22,False
STU0113,2024-01-06,Saturday,Thermodynamics,ME,Present,08:06,17:43,False
STU0113,2024-01-06,Saturday,FMM,ME,Present,09:19,16:20,False
STU0113,2024-01-06,Saturday,Manufacturing,ME,Present,08:17,18:37,False
STU0113,2024-01-06,Saturday,CAD,ME,Late,09:25,16:10,False
STU0113,2024-01-06,Saturday,MOM,ME,Present,08:17,18:34,False
STU0113,2024-01-08,Monday,Thermodynamics,ME,Present,08:03,16:26,False
STU0113,2024-01-08,Monday,FMM,ME,Present,08:10,17:11,False
STU0113,2024-01-08,Monday,Manufacturing,ME,Present,09:01,17:08,False
STU0113,2024-01-08,Monday,CAD,ME,Present,08:18,18:45,False
STU0113,2024-01-08,Monday,MOM,ME,Present,09:15,17:24,False
STU0113,2024-01-09,Tuesday,Thermodynamics,ME,Present,08:20,17:06,False
STU0113,2024-01-09,Tuesday,FMM,ME,Present,08:16,17:21,False
STU0113,2024-01-09,Tuesday,Manufacturing,ME,Present,09:13,16:55,False
STU0113,2024-01-09,Tuesday,CAD,ME,Absent,,,False
STU0113,2024-01-09,Tuesday,MOM,ME,Present,09:04,18:02,False
STU0113,2024-01-10,Wednesday,Thermodynamics,ME,Present,08:01,16:55,False
STU0113,2024-01-10,Wednesday,FMM,ME,Present,08:03,18:21,False
STU0113,2024-01-10,Wednesday,Manufacturing,ME,Present,09:19,16:24,False
STU0113,2024-01-10,Wednesday,CAD,ME,Present,09:14,18:17,False
STU0113,2024-01-10,Wednesday,MOM,ME,Present,09:05,16:29,False
STU0113,2024-01-11,Thursday,Thermodynamics,ME,Present,08:15,16:52,False
STU0113,2024-01-11,Thursday,FMM,ME,Present,08:06,17:36,False
STU0113,2024-01-11,Thursday,Manufacturing,ME,Present,08:17,17:40,False
STU0113,2024-01-11,Thursday,CAD,ME,Present,09:13,18:48,False
STU0113,2024-01-11,Thursday,MOM,ME,Present,08:08,16:55,False
STU0113,2024-01-12,Friday,Thermodynamics,ME,Present,08:07,18:39,False
STU0113,2024-01-12,Friday,FMM,ME,Present,,16:24,False
STU0113,2024-01-12,Friday,Manufacturing,ME,Present,09:17,17:16,False
STU0113,2024-01-12,Friday,CAD,ME,Present,08:05,16:44,False
STU0113,2024-01-12,Friday,MOM,ME,Present,09:03,18:15,False
STU0113,2024-01-13,Saturday,Thermodynamics,ME,Late,09:20,17:34,False
STU0113,2024-01-13,Saturday,FMM,ME,Present,08:10,17:51,False
STU0113,2024-01-13,Saturday,Manufacturing,ME,Present,09:02,18:28,False
STU0113,2024-01-13,Saturday,CAD,ME,Present,09:07,18:35,False
STU0113,2024-01-13,Saturday,MOM,ME,Present,08:07,17:14,False
STU0113,2024-01-15,Monday,Thermodynamics,ME,Present,09:10,17:44,False
STU0113,2024-01-15,Monday,FMM,ME,Present,09:03,16:41,False
STU0113,2024-01-15,Monday,Manufacturing,ME,Present,09:14,17:24,False
