Student_ID,Date,Time,Bhawan,Location,Mess_Entry_Time,Mess_Exit_Time,Library_Entry_Time,Library_Exit_Time,Leaves_Hostel,Back_Hostel,WiFi_MB,Active_Users,Electricity_Usage,Food_Category,Attendance,Auto_Taken,Exam_Season,Sleep_Hours
S2211,2026-04-06,03:02 PM,Sarojini,Mess,02:28 PM,03:15 PM,0,0,0,0,615.78,46,33.07,Lunch,1,0,0,5
S2212,2026-04-27,11:22 PM,Ganga,Library,0,0,08:23 PM,11:59 PM,08:16 PM,11:59 PM,674.61,74,19.52,None,0,0,1,5
S2213,2026-04-23,02:48 PM,Rajendra,Mess,02:36 PM,02:56 PM,0,0,0,0,474.56,111,48.73,Lunch,0,0,1,7
S2214,2026-04-03,07:31 PM,Ganga,Mess,07:25 PM,07:52 PM,0,0,0,0,549.97,53,27.56,Dinner,0,0,0,7
S2215,2026-04-28,10:09 AM,Sarojini,Mess,09:29 AM,10:26 AM,0,0,0,0,582.77,94,45.87,Breakfast,1,1,1,4
S2216,2026-04-05,02:33 PM,Rajendra,Library,0,0,01:15 PM,03:09 PM,12:48 PM,03:54 PM,829.72,20,7.99,None,1,0,0,6
S2217,2026-04-23,07:11 AM,Rajendra,Hostel,0,0,0,0,0,0,215.93,33,25.78,None,0,0,1,4
S2218,2026-04-09,10:13 PM,Rajendra,Mess,09:49 PM,10:17 PM,0,0,0,0,435.01,78,36.67,Dinner,0,0,0,7
S2219,2026-04-16,08:30 AM,Azad,Mess,08:27 AM,09:26 AM,0,0,0,0,318.74,166,56.81,Breakfast,0,0,0,5
S2220,2026-04-28,10:00 PM,Azad,Library,0,0,08:31 PM,11:59 PM,08:07 PM,11:59 PM,878.45,150,26.48,None,0,0,1,7
S2221,2026-04-12,01:27 PM,Yamuna,Library,0,0,12:31 PM,03:31 PM,12:16 PM,04:01 PM,894.4,94,16.83,None,0,0,0,6
S2222,2026-04-27,08:23 PM,Sarojini,Mess,07:59 PM,08:52 PM,0,0,0,0,511.2,149,42.05,Dinner,0,0,1,3
S2223,2026-04-15,05:17 PM,Rajendra,Hostel,0,0,0,0,0,0,285.1,14,24.28,None,0,0,0,4
S2224,2026-04-30,02:37 PM,Ganga,Library,0,0,11:40 AM,06:00 PM,11:16 AM,06:51 PM,433.41,108,25.47,None,1,0,1,3
S2225,2026-04-24,08:13 PM,Ganga,Library,0,0,07:37 PM,11:59 PM,07:07 PM,11:59 PM,866.66,170,30.91,None,0,0,1,4
S2226,2026-04-20,01:38 PM,Rajendra,Outside,0,0,0,0,12:40 PM,03:31 PM,186.83,88,6.56,None,1,0,1,7
S2227,2026-04-16,07:13 PM,Yamuna,Mess,07:08 PM,08:07 PM,0,0,0,0,396.69,78,43.99,Dinner,0,0,0,3
S2228,2026-04-03,10:25 PM,Ganga,Library,0,0,09:37 PM,11:15 PM,09:12 PM,11:59 PM,996.69,78,17.26,None,0,0,0,9
S2229,2026-04-07,02:15 PM,Yamuna,Mess,01:50 PM,02:47 PM,0,0,0,0,458.81,104,50.47,Lunch,1,0,0,4
S2230,2026-04-21,04:54 PM,Ganga,Library,0,0,01:50 PM,10:24 PM,01:44 PM,11:04 PM,792.77,90,16.82,None,1,1,1,3
S2231,2026-04-22,02:11 PM,Yamuna,Mess,01:52 PM,02:24 PM,0,0,0,0,635.08,135,49.08,Lunch,1,0,1,4
S2232,2026-04-05,09:49 PM,Azad,Library,0,0,09:19 PM,09:58 PM,08:51 PM,10:08 PM,715.71,129,14.7,None,0,0,0,6
S2233,2026-04-07,07:31 PM,Ganga,Hostel,0,0,0,0,0,0,124.11,70,16.19,None,0,0,0,9
S2234,2026-04-22,07:35 AM,Sarojini,Mess,07:20 AM,07:42 AM,0,0,0,0,282.62,195,48.38,Breakfast,0,0,1,4
S2235,2026-04-07,07:26 PM,Sarojini,Outside,0,0,0,0,05:31 PM,09:08 PM,282.0,119,8.7,None,0,0,0,8
S2236,2026-04-25,10:11 PM,Rajendra,Mess,09:52 PM,10:18 PM,0,0,0,0,439.68,55,44.69,Dinner,0,0,1,7
S2237,2026-04-08,08:22 AM,Sarojini,Mess,08:15 AM,09:11 AM,0,0,0,0,546.88,45,43.5,Breakfast,0,0,0,7
S2238,2026-04-18,02:11 PM,Sarojini,Library,0,0,01:59 PM,04:15 PM,01:54 PM,05:13 PM,905.97,13,13.25,None,0,0,0,7
S2239,2026-04-27,07:48 AM,Yamuna,Mess,07:32 AM,08:14 AM,0,0,0,0,442.55,160,28.72,Breakfast,0,0,1,4
S2240,2026-04-13,06:34 PM,Azad,Outside,0,0,0,0,05:01 PM,07:36 PM,208.19,33,3.82,None,0,0,0,7
S2241,2026-04-24,11:23 AM,Azad,Library,0,0,10:02 AM,05:09 PM,09:57 AM,05:21 PM,828.47,176,29.79,None,0,0,1,7
S2242,2026-04-21,04:32 AM,Rajendra,Hostel,0,0,0,0,0,0,298.53,85,31.36,None,0,0,1,4
S2243,2026-04-25,06:17 AM,Rajendra,Outside,0,0,0,0,04:25 AM,08:52 AM,305.99,66,3.41,None,0,0,1,7
S2244,2026-04-13,04:15 AM,Ganga,Outside,0,0,0,0,02:33 AM,05:53 AM,341.69,188,23.92,None,0,0,0,7
S2245,2026-04-10,10:39 PM,Ganga,Library,0,0,08:42 PM,11:17 PM,08:21 PM,11:59 PM,422.88,184,36.66,None,0,0,0,7
S2246,2026-04-25,06:37 PM,Azad,Library,0,0,04:32 PM,11:59 PM,04:20 PM,11:59 PM,651.96,13,6.6,None,0,0,1,4
S2247,2026-04-12,10:43 AM,Azad,Classroom,0,0,0,0,10:24 AM,12:34 PM,368.76,150,19.21,None,1,1,0,5
S2248,2026-04-01,08:21 PM,Rajendra,Mess,07:54 PM,08:36 PM,0,0,0,0,506.62,106,38.24,Dinner,0,0,0,7
S2249,2026-04-25,10:51 PM,Ganga,Library,0,0,08:56 PM,11:59 PM,08:46 PM,11:59 PM,687.32,108,19.71,None,0,0,1,4
S2250,2026-04-15,07:03 PM,Rajendra,Mess,07:01 PM,07:29 PM,0,0,0,0,515.07,91,29.3,Dinner,0,0,0,9
S2251,2026-04-09,07:46 AM,Azad,Outside,0,0,0,0,06:06 AM,10:36 AM,208.24,11,1.49,None,0,0,0,8
S2252,2026-04-10,08:53 PM,Rajendra,Mess,08:39 PM,09:16 PM,0,0,0,0,472.21,46,41.07,Dinner,0,0,0,5
S2253,2026-04-01,06:07 PM,Rajendra,Classroom,0,0,0,0,05:54 PM,06:51 PM,385.18,92,12.51,None,1,1,0,6
S2254,2026-04-11,07:47 PM,Ganga,Mess,07:22 PM,07:57 PM,0,0,0,0,413.89,132,58.74,Dinner,0,0,0,7
S2255,2026-04-16,05:48 PM,Yamuna,Library,0,0,05:31 PM,06:05 PM,05:10 PM,06:25 PM,698.54,27,11.27,None,0,0,0,3
S2256,2026-04-09,10:03 PM,Yamuna,Library,0,0,08:51 PM,10:12 PM,08:29 PM,10:26 PM,573.52,21,13.06,None,0,0,0,10
S2257,2026-04-26,09:39 PM,Azad,Mess,09:23 PM,09:50 PM,0,0,0,0,500.8,43,36.82,Dinner,0,0,1,6
S2258,2026-05-01,02:40 PM,Yamuna,Library,0,0,01:48 PM,02:41 PM,01:40 PM,03:37 PM,768.92,163,37.12,None,0,0,0,17
S2259,2026-04-17,03:10 PM,Yamuna,Mess,02:48 PM,03:13 PM,0,0,0,0,484.65,43,36.06,Lunch,1,0,0,7
S2260,2026-04-30,12:16 AM,Ganga,Hostel,0,0,0,0,0,0,357.43,11,12.22,None,0,0,1,4
S2261,2026-04-30,01:48 PM,Rajendra,Mess,01:32 PM,02:26 PM,0,0,0,0,506.24,174,32.43,Lunch,1,0,1,4
S2262,2026-04-24,07:24 AM,Ganga,Mess,07:13 AM,07:57 AM,0,0,0,0,378.04,139,33.87,Breakfast,0,0,1,6
S2263,2026-04-10,09:40 PM,Ganga,Outside,0,0,0,0,09:02 PM,11:59 PM,144.96,185,21.83,None,0,0,0,7
S2264,2026-04-13,02:38 PM,Azad,Library,0,0,02:33 PM,05:16 PM,02:21 PM,06:16 PM,695.9,65,21.65,None,1,0,0,5
S2265,2026-04-16,03:32 PM,Azad,Library,0,0,03:05 PM,03:45 PM,02:44 PM,04:17 PM,559.56,104,23.56,None,0,0,0,7
S2266,2026-04-26,07:11 PM,Rajendra,Library,0,0,06:22 PM,11:59 PM,06:16 PM,11:59 PM,723.94,114,14.47,None,0,0,1,3
S2267,2026-04-24,09:14 PM,Sarojini,Mess,08:31 PM,09:26 PM,0,0,0,0,588.61,69,45.55,Dinner,0,0,1,6
S2268,2026-04-29,12:37 PM,Yamuna,Mess,12:12 PM,12:41 PM,0,0,0,0,517.82,60,28.3,Lunch,1,0,1,4
S2269,2026-04-19,09:01 PM,Sarojini,Library,0,0,08:26 PM,09:16 PM,08:07 PM,09:28 PM,763.22,90,26.74,None,0,0,0,7
S2270,2026-04-11,08:55 AM,Azad,Mess,08:55 AM,09:36 AM,0,0,0,0,393.98,137,32.97,Breakfast,0,0,0,5
S2271,2026-04-19,02:56 AM,Sarojini,Outside,0,0,0,0,02:21 AM,04:06 AM,223.93,98,14.01,None,0,0,0,8
S2272,2026-04-16,05:29 AM,Ganga,Hostel,0,0,0,0,0,0,330.02,164,44.76,None,0,0,0,9
S2273,2026-04-07,08:06 AM,Rajendra,Mess,08:06 AM,09:01 AM,0,0,0,0,643.93,48,32.15,Breakfast,0,0,0,6
S2274,2026-04-01,06:49 PM,Sarojini,Classroom,0,0,0,0,06:32 PM,08:06 PM,387.29,128,18.24,None,1,1,0,6
S2275,2026-04-05,08:01 PM,Yamuna,Mess,08:00 PM,08:26 PM,0,0,0,0,621.27,145,49.53,Dinner,0,0,0,6
S2276,2026-04-09,09:05 AM,Azad,Classroom,0,0,0,0,08:47 AM,10:57 AM,334.4,93,13.03,None,1,1,0,9
S2277,2026-04-19,01:18 PM,Ganga,Mess,01:08 PM,01:41 PM,0,0,0,0,629.69,87,44.43,Lunch,0,0,0,4
S2278,2026-04-11,08:40 PM,Azad,Mess,08:12 PM,09:12 PM,0,0,0,0,651.46,185,37.54,Dinner,0,0,0,4
S2279,2026-04-11,10:43 PM,Sarojini,Library,0,0,09:40 PM,11:09 PM,09:25 PM,11:59 PM,793.82,58,13.36,None,0,0,0,8
S2280,2026-04-25,08:20 AM,Yamuna,Mess,08:14 AM,09:13 AM,0,0,0,0,377.89,78,42.33,Breakfast,0,0,1,7
S2281,2026-04-18,09:07 AM,Yamuna,Mess,08:37 AM,09:08 AM,0,0,0,0,250.59,121,45.63,Breakfast,1,1,0,7
S2282,2026-04-22,02:08 AM,Rajendra,Hostel,0,0,0,0,0,0,203.71,89,18.44,None,0,0,1,4
S2283,2026-04-30,01:31 AM,Azad,Hostel,0,0,0,0,0,0,109.05,83,34.16,None,0,0,1,6
S2284,2026-04-19,05:39 AM,Ganga,Outside,0,0,0,0,04:27 AM,07:14 AM,385.58,77,7.54,None,0,0,0,10
S2285,2026-04-16,09:35 AM,Azad,Mess,08:47 AM,09:37 AM,0,0,0,0,589.81,194,50.38,Breakfast,0,0,0,7
S2286,2026-04-20,08:00 PM,Ganga,Hostel,0,0,0,0,0,0,1333.32,72,14.87,None,0,0,1,5
S2287,2026-04-08,10:40 PM,Yamuna,Mess,09:50 PM,10:45 PM,0,0,0,0,531.51,103,44.57,Dinner,0,0,0,8
S2288,2026-04-13,03:16 AM,Azad,Hostel,0,0,0,0,0,0,380.03,187,31.59,None,0,0,0,7
S2289,2026-04-06,08:18 AM,Azad,Mess,07:55 AM,08:34 AM,0,0,0,0,443.46,80,31.56,Breakfast,0,0,0,4
S2290,2026-04-24,08:58 PM,Sarojini,Mess,08:44 PM,09:38 PM,0,0,0,0,465.53,138,41.62,Dinner,0,0,1,8
S2291,2026-04-01,10:33 AM,Ganga,Library,0,0,10:26 AM,11:05 AM,10:04 AM,11:29 AM,887.21,30,14.67,None,1,1,0,7
S2292,2026-04-06,12:15 AM,Ganga,Hostel,0,0,0,0,0,0,240.73,176,41.15,None,0,0,0,10
S2293,2026-04-02,08:03 PM,Rajendra,Library,0,0,07:58 PM,10:56 PM,07:36 PM,11:49 PM,910.72,15,6.69,None,0,0,0,7
S2294,2026-04-09,01:54 PM,Ganga,Library,0,0,12:53 PM,01:55 PM,12:27 PM,02:23 PM,465.11,197,40.39,None,1,0,0,6
S2295,2026-04-28,02:16 AM,Rajendra,Hostel,0,0,0,0,0,0,149.93,135,34.0,None,0,0,1,6
S2296,2026-04-16,07:33 PM,Azad,Library,0,0,06:46 PM,08:26 PM,06:34 PM,09:13 PM,832.55,45,14.45,None,0,0,0,8
S2297,2026-04-19,09:22 PM,Sarojini,Hostel,0,0,0,0,0,0,1014.64,129,27.16,None,0,0,0,7
S2298,2026-04-21,07:32 AM,Azad,Mess,07:04 AM,07:54 AM,0,0,0,0,493.4,29,34.41,Breakfast,0,0,1,6
S2299,2026-04-25,06:46 PM,Yamuna,Hostel,0,0,0,0,0,0,321.45,104,17.12,None,0,0,1,6
S2300,2026-04-18,02:39 PM,Ganga,Library,0,0,01:35 PM,03:37 PM,01:17 PM,04:26 PM,801.37,37,12.01,None,0,0,0,7
S2301,2026-04-30,09:28 AM,Yamuna,Classroom,0,0,0,0,09:00 AM,10:09 AM,125.49,168,20.08,None,1,1,1,6
S2302,2026-04-08,07:23 PM,Azad,Library,0,0,05:47 PM,08:17 PM,05:38 PM,08:38 PM,846.4,30,7.9,None,0,0,0,5
S2303,2026-04-10,09:58 AM,Azad,Library,0,0,09:50 AM,11:23 AM,09:24 AM,12:08 PM,978.2,94,18.37,None,1,1,0,7
S2304,2026-04-16,02:44 PM,Azad,Mess,02:35 PM,03:14 PM,0,0,0,0,491.29,69,32.41,Lunch,1,0,0,8
S2305,2026-04-09,05:52 PM,Ganga,Outside,0,0,0,0,04:51 PM,08:24 PM,160.41,72,5.36,None,0,0,0,8
S2306,2026-04-06,12:08 PM,Rajendra,Library,0,0,10:31 AM,01:07 PM,10:05 AM,02:02 PM,670.42,192,42.0,None,0,0,0,6
S2307,2026-04-08,08:13 AM,Azad,Outside,0,0,0,0,06:38 AM,10:39 AM,216.39,120,13.71,None,0,0,0,7
S2308,2026-04-25,11:33 PM,Ganga,Library,0,0,04:38 PM,11:45 PM,04:18 PM,11:59 PM,607.71,155,18.76,None,0,0,1,4
S2309,2026-04-07,12:11 PM,Rajendra,Mess,12:02 PM,12:32 PM,0,0,0,0,619.85,138,40.04,Lunch,1,0,0,7
S2310,2026-04-18,07:56 PM,Azad,Mess,07:31 PM,08:20 PM,0,0,0,0,264.11,155,42.89,Dinner,0,0,0,7
S2311,2026-04-01,10:30 AM,Ganga,Library,0,0,09:27 AM,10:45 AM,09:20 AM,11:39 AM,837.19,100,16.85,None,1,1,0,9
S2312,2026-04-09,08:40 PM,Sarojini,Mess,08:10 PM,08:42 PM,0,0,0,0,380.86,177,55.66,Dinner,0,0,0,8
S2313,2026-04-28,04:17 PM,Yamuna,Library,0,0,12:31 PM,06:43 PM,12:04 PM,07:41 PM,817.76,123,13.4,None,1,1,1,4
S2314,2026-04-11,05:11 AM,Rajendra,Outside,0,0,0,0,03:48 AM,07:41 AM,356.51,148,11.77,None,0,0,0,8
S2315,2026-04-05,03:04 AM,Yamuna,Outside,0,0,0,0,01:46 AM,04:29 AM,349.75,76,8.54,None,0,0,0,6
S2316,2026-04-09,10:08 AM,Rajendra,Library,0,0,10:08 AM,11:34 AM,09:38 AM,11:54 AM,923.98,134,21.02,None,0,0,0,8
S2317,2026-04-20,05:58 PM,Ganga,Library,0,0,05:38 PM,11:59 PM,05:25 PM,11:59 PM,612.4,27,17.74,None,0,0,1,8
S2318,2026-05-01,08:34 AM,Sarojini,Mess,08:14 AM,08:42 AM,0,0,0,0,467.65,141,49.05,Breakfast,0,0,0,4
S2319,2026-04-15,11:58 AM,Sarojini,Library,0,0,11:54 AM,02:43 PM,11:40 AM,02:55 PM,807.07,23,16.38,None,1,0,0,8
S2320,2026-04-02,06:59 AM,Azad,Outside,0,0,0,0,05:50 AM,08:44 AM,171.26,37,2.53,None,0,0,0,9
S2321,2026-04-11,03:49 AM,Yamuna,Outside,0,0,0,0,03:07 AM,05:45 AM,236.41,149,12.75,None,0,0,0,10
S2322,2026-04-24,10:27 PM,Azad,Outside,0,0,0,0,09:50 PM,11:30 PM,367.67,45,6.75,None,0,0,1,7
S2323,2026-05-01,01:44 PM,Yamuna,Library,0,0,01:33 PM,04:03 PM,01:26 PM,04:23 PM,664.18,195,37.4,None,0,0,0,6
S2324,2026-04-09,06:22 PM,Yamuna,Hostel,0,0,0,0,0,0,390.11,180,41.71,None,0,0,0,7
S2325,2026-04-11,12:38 PM,Sarojini,Library,0,0,11:34 AM,01:19 PM,11:28 AM,01:44 PM,779.85,179,24.2,None,1,0,0,4
S2326,2026-04-17,03:48 PM,Yamuna,Hostel,0,0,0,0,0,0,104.43,29,16.25,None,1,0,0,7
S2327,2026-04-17,10:26 AM,Rajendra,Library,0,0,09:03 AM,11:29 AM,08:48 AM,12:22 PM,643.37,163,22.74,None,1,1,0,8
S2328,2026-04-02,03:54 PM,Sarojini,Library,0,0,03:33 PM,04:31 PM,03:13 PM,05:02 PM,719.58,62,19.38,None,1,0,0,6
S2329,2026-04-07,03:47 PM,Azad,Library,0,0,01:22 PM,03:51 PM,12:59 PM,04:35 PM,736.4,130,20.3,None,1,0,0,8
S2330,2026-04-26,02:33 PM,Ganga,Mess,02:04 PM,02:49 PM,0,0,0,0,357.48,66,40.7,Lunch,1,0,1,7
S2331,2026-04-01,06:38 AM,Azad,Hostel,0,0,0,0,0,0,210.56,153,26.85,None,0,0,0,9
S2332,2026-04-16,07:37 PM,Sarojini,Library,0,0,05:15 PM,08:01 PM,05:09 PM,08:13 PM,809.63,53,20.22,None,0,0,0,6
S2333,2026-04-18,02:45 AM,Azad,Hostel,0,0,0,0,0,0,164.38,141,28.65,None,0,0,0,6
S2334,2026-04-14,03:36 PM,Ganga,Classroom,0,0,0,0,03:20 PM,05:27 PM,123.37,200,11.89,None,1,0,0,7
S2335,2026-04-21,01:49 PM,Rajendra,Mess,01:20 PM,02:05 PM,0,0,0,0,364.66,65,45.24,Lunch,0,0,1,5
S2336,2026-04-07,07:49 PM,Azad,Mess,07:02 PM,07:53 PM,0,0,0,0,419.01,96,41.34,Dinner,0,0,0,10
S2337,2026-04-29,03:00 PM,Azad,Library,0,0,09:45 AM,05:58 PM,09:29 AM,06:52 PM,637.3,91,11.61,None,1,0,1,5
S2338,2026-04-13,02:44 AM,Yamuna,Hostel,0,0,0,0,0,0,143.67,160,42.09,None,0,0,0,8
S2339,2026-04-03,01:07 PM,Azad,Library,0,0,12:07 PM,01:31 PM,11:46 AM,02:24 PM,948.32,22,11.89,None,1,0,0,6
S2340,2026-04-13,10:18 PM,Rajendra,Library,0,0,09:23 PM,10:19 PM,09:08 PM,10:31 PM,532.0,104,15.3,None,0,0,0,7
S2341,2026-04-08,08:00 PM,Sarojini,Mess,07:33 PM,08:26 PM,0,0,0,0,465.45,58,29.63,Dinner,0,0,0,6
S2342,2026-04-12,02:39 PM,Yamuna,Mess,02:33 PM,02:54 PM,0,0,0,0,461.51,69,25.72,Lunch,1,0,0,6
S2343,2026-04-09,05:05 PM,Rajendra,Classroom,0,0,0,0,04:29 PM,05:56 PM,354.32,164,14.35,None,1,1,0,8
S2344,2026-04-02,10:50 PM,Ganga,Library,0,0,09:13 PM,11:56 PM,09:05 PM,11:59 PM,685.96,134,24.98,None,0,0,0,11
S2345,2026-04-22,09:38 AM,Rajendra,Mess,09:11 AM,09:43 AM,0,0,0,0,364.16,112,39.29,Breakfast,1,1,1,4
S2346,2026-04-25,07:51 AM,Sarojini,Hostel,0,0,0,0,0,0,171.82,164,30.55,None,0,0,1,4
S2347,2026-04-29,09:42 AM,Ganga,Hostel,0,0,0,0,0,0,140.61,165,29.75,None,1,1,1,3
S2348,2026-04-08,07:28 PM,Azad,Hostel,0,0,0,0,0,0,132.56,159,33.26,None,0,0,0,7
S2349,2026-04-25,11:42 PM,Rajendra,Hostel,0,0,0,0,0,0,727.79,139,30.99,None,0,0,1,4
S2350,2026-04-09,08:35 AM,Yamuna,Mess,08:33 AM,09:16 AM,0,0,0,0,300.92,16,38.74,Breakfast,0,0,0,9
S2351,2026-04-10,09:43 AM,Azad,Mess,09:31 AM,10:20 AM,0,0,0,0,435.97,143,48.32,Breakfast,0,0,0,4
S2352,2026-04-02,11:02 AM,Ganga,Classroom,0,0,0,0,10:26 AM,12:00 PM,353.6,39,5.77,None,1,0,0,8
S2353,2026-04-05,12:23 PM,Sarojini,Mess,12:03 PM,12:23 PM,0,0,0,0,479.93,98,36.72,Lunch,0,0,0,7
S2354,2026-04-02,05:59 AM,Sarojini,Hostel,0,0,0,0,0,0,351.72,182,35.96,None,0,0,0,7
S2355,2026-04-25,09:23 AM,Sarojini,Mess,08:57 AM,09:27 AM,0,0,0,0,511.44,38,43.41,Breakfast,1,1,1,6
S2356,2026-04-28,07:19 AM,Sarojini,Mess,07:14 AM,07:58 AM,0,0,0,0,496.25,134,48.91,Breakfast,0,0,1,3
S2357,2026-04-01,08:14 PM,Azad,Outside,0,0,0,0,06:42 PM,10:16 PM,249.92,29,4.27,None,0,0,0,6
S2358,2026-04-13,09:55 AM,Ganga,Library,0,0,09:39 AM,10:36 AM,09:15 AM,10:56 AM,661.57,141,25.31,None,1,1,0,6
S2359,2026-04-01,07:27 AM,Yamuna,Mess,07:08 AM,07:46 AM,0,0,0,0,435.75,132,46.89,Breakfast,0,0,0,8
S2360,2026-04-05,02:27 AM,Rajendra,Outside,0,0,0,0,01:33 AM,04:14 AM,338.03,107,10.38,None,0,0,0,7
S2361,2026-04-10,07:09 PM,Rajendra,Mess,07:00 PM,07:53 PM,0,0,0,0,360.47,179,37.66,Dinner,0,0,0,7
S2362,2026-05-01,12:52 PM,Rajendra,Outside,0,0,0,0,10:56 AM,02:00 PM,365.2,38,1.92,None,0,0,0,9
S2363,2026-04-29,08:56 PM,Rajendra,Library,0,0,02:51 PM,09:02 PM,02:45 PM,10:02 PM,683.85,96,26.78,None,0,0,1,5
S2364,2026-04-23,12:36 AM,Sarojini,Hostel,0,0,0,0,0,0,268.66,82,22.02,None,0,0,1,4
S2365,2026-04-06,09:09 AM,Ganga,Hostel,0,0,0,0,0,0,268.48,175,29.75,None,0,0,0,10
S2366,2026-04-02,03:42 PM,Ganga,Library,0,0,03:39 PM,04:13 PM,03:31 PM,04:32 PM,560.84,23,15.0,None,0,0,0,10
S2367,2026-04-19,10:32 AM,Yamuna,Library,0,0,09:07 AM,11:02 AM,08:56 AM,11:15 AM,759.23,101,23.24,None,0,0,0,7
S2368,2026-04-20,07:14 PM,Sarojini,Library,0,0,05:14 PM,11:59 PM,04:48 PM,11:59 PM,456.89,88,20.61,None,0,0,1,4
S2369,2026-04-22,07:31 PM,Yamuna,Mess,07:30 PM,07:58 PM,0,0,0,0,358.05,51,39.46,Dinner,0,0,1,7
S2370,2026-04-28,01:08 PM,Yamuna,Library,0,0,12:53 PM,08:25 PM,12:35 PM,09:13 PM,767.65,133,21.38,None,0,0,1,4
S2371,2026-04-22,08:49 AM,Azad,Classroom,0,0,0,0,08:18 AM,10:20 AM,325.13,163,21.73,None,1,1,1,4
S2372,2026-04-21,11:46 PM,Azad,Library,0,0,10:23 PM,11:59 PM,09:55 PM,11:59 PM,818.69,42,10.21,None,0,0,1,5
S2373,2026-04-19,07:37 AM,Rajendra,Outside,0,0,0,0,06:58 AM,08:51 AM,105.69,37,3.64,None,0,0,0,7
S2374,2026-04-15,08:59 PM,Rajendra,Library,0,0,07:15 PM,09:05 PM,06:55 PM,09:47 PM,775.26,105,20.42,None,0,0,0,7
S2375,2026-04-23,12:54 PM,Rajendra,Classroom,0,0,0,0,12:30 PM,01:25 PM,364.3,119,12.07,None,1,0,1,6
S2376,2026-04-29,10:35 AM,Ganga,Classroom,0,0,0,0,09:56 AM,11:44 AM,266.54,193,23.37,None,1,1,1,7
S2377,2026-04-01,01:52 PM,Azad,Library,0,0,01:47 PM,02:50 PM,01:30 PM,03:20 PM,631.14,173,31.71,None,1,0,0,5
S2378,2026-04-02,02:07 PM,Ganga,Mess,01:24 PM,02:11 PM,0,0,0,0,355.37,146,51.72,Lunch,0,0,0,7
S2379,2026-04-01,02:30 PM,Azad,Mess,02:04 PM,02:43 PM,0,0,0,0,480.26,14,28.81,Lunch,0,0,0,8
S2380,2026-04-30,07:45 PM,Sarojini,Library,0,0,01:33 PM,10:04 PM,01:10 PM,11:03 PM,848.3,127,26.49,None,0,0,1,3
S2381,2026-05-01,01:51 AM,Rajendra,Outside,0,0,0,0,12:43 AM,02:53 AM,236.59,69,9.23,None,0,0,0,7
S2382,2026-04-07,03:13 PM,Rajendra,Hostel,0,0,0,0,0,0,260.31,99,24.1,None,0,0,0,8
S2383,2026-04-20,12:49 AM,Rajendra,Hostel,0,0,0,0,0,0,342.67,31,16.99,None,0,0,1,4
S2384,2026-04-13,04:52 AM,Ganga,Hostel,0,0,0,0,0,0,258.77,116,19.4,None,0,0,0,7
S2385,2026-04-12,10:03 PM,Ganga,Library,0,0,10:01 PM,10:37 PM,09:53 PM,11:18 PM,907.16,75,18.96,None,0,0,0,7
S2386,2026-04-03,10:50 PM,Yamuna,Library,0,0,10:47 PM,11:59 PM,10:17 PM,11:59 PM,548.42,165,25.56,None,0,0,0,7
S2387,2026-04-26,10:08 PM,Ganga,Mess,09:42 PM,10:39 PM,0,0,0,0,415.88,11,24.77,Dinner,0,0,1,4
S2388,2026-04-21,12:41 PM,Yamuna,Mess,12:35 PM,01:12 PM,0,0,0,0,475.29,36,42.19,Lunch,1,0,1,6
S2389,2026-05-01,06:45 PM,Sarojini,Classroom,0,0,0,0,06:33 PM,07:52 PM,272.4,13,0.99,None,1,1,0,8
S2390,2026-04-30,07:33 AM,Azad,Mess,07:18 AM,07:52 AM,0,0,0,0,466.26,25,27.6,Breakfast,0,0,1,4
S2391,2026-04-05,09:08 AM,Yamuna,Library,0,0,09:06 AM,09:42 AM,08:52 AM,10:39 AM,840.68,167,36.5,None,0,0,0,7
S2392,2026-04-20,03:11 PM,Azad,Classroom,0,0,0,0,02:56 PM,04:58 PM,250.49,88,11.77,None,1,0,1,4
S2393,2026-04-25,11:12 PM,Sarojini,Library,0,0,09:25 PM,11:59 PM,09:20 PM,11:59 PM,766.67,185,24.85,None,0,0,1,5
S2394,2026-04-27,01:44 AM,Azad,Hostel,0,0,0,0,0,0,184.09,161,28.9,None,0,0,1,6
S2395,2026-04-22,09:55 PM,Azad,Library,0,0,09:03 PM,11:59 PM,08:52 PM,11:59 PM,803.57,15,12.97,None,0,0,1,7
S2396,2026-04-26,10:18 PM,Yamuna,Library,0,0,05:11 PM,11:59 PM,05:00 PM,11:59 PM,646.57,154,15.97,None,0,0,1,7
S2397,2026-04-07,05:25 AM,Ganga,Outside,0,0,0,0,03:39 AM,08:02 AM,360.91,115,12.58,None,0,0,0,7
S2398,2026-04-25,11:31 AM,Ganga,Hostel,0,0,0,0,0,0,336.41,73,30.01,None,1,0,1,5
S2399,2026-04-29,08:03 PM,Yamuna,Mess,07:14 PM,08:13 PM,0,0,0,0,593.27,123,42.85,Dinner,0,0,1,6
S2400,2026-04-04,05:00 PM,Yamuna,Library,0,0,03:18 PM,05:05 PM,02:55 PM,05:46 PM,727.02,82,21.81,None,0,0,0,4
S2401,2026-04-19,02:24 PM,Sarojini,Outside,0,0,0,0,12:50 PM,05:05 PM,261.1,138,11.57,None,0,0,0,9
S2402,2026-04-25,09:40 PM,Ganga,Library,0,0,09:20 PM,11:59 PM,08:51 PM,11:59 PM,847.4,114,17.11,None,0,0,1,4
